,Year,retroid,Pitch_G%
94,1961,kutym101,0.808641975308642
95,1961,labic101,0.4444444444444444
96,1961,larsd102,0.7592592592592593
97,1961,laryf101,0.8497942386831276
98,1961,latmb101,0.697530864197531
99,1961,law-v101,0.625925925925926
100,1961,lee-d102,0.7148148148148149
101,1961,lehmk101,0.3333333333333333
102,1961,lemad103,0.7777777777777778
103,1961,lockb101,0.5092592592592593
104,1961,loesb101,0.5905349794238683
105,1961,maesh101,0.6666666666666666
106,1961,mahaa102,0.7118055555555557
107,1961,maloj102,0.6363636363636364
108,1961,marij101,0.7393689986282579
109,1961,mathc101,0.46913580246913583
110,1961,mcbea101,0.8333333333333333
111,1961,mcbrk101,0.7355967078189303
112,1961,mcclj104,0.7777777777777781
113,1961,mccom103,0.7894179894179896
114,1961,mcded101,0.271604938271605
115,1961,mcdos101,0.7037037037037037
116,1961,mclic101,0.6433470507544582
117,1961,millb106,0.3925925925925926
118,1961,mizew101,0.5838779956427016
119,1961,moelr101,0.5555555555555556
120,1961,monbb101,0.8206018518518521
121,1961,mossd101,0.7832244008714597
122,1961,muffb101,0.5757575757575758
123,1961,nichc102,0.5370370370370371
124,1961,niscr101,0.2592592592592593
125,1961,nottd101,0.569023569023569
126,1961,nuxhj101,0.6410256410256411
127,1961,odelb101,0.603174603174603
128,1961,ortep101,0.5740740740740741
129,1961,ostec103,0.6790123456790123
130,1961,otooj101,0.7947089947089948
131,1961,owenj101,0.6514161220043573
132,1961,palme101,0.4629629629629629
133,1961,pappm101,0.7987117552334944
134,1961,pascc102,0.8417508417508419
135,1961,perrr101,0.4444444444444444
136,1961,perrj102,0.7100529100529102
137,1961,pichr101,1.1111111111111112
138,1961,pierb101,0.6269841269841269
139,1961,pizaj101,0.7955555555555557
140,1961,podrj101,0.6756066411238825
141,1961,purkb101,0.7984749455337693
142,1961,rakoe101,0.6127946127946128
143,1961,ramop101,0.775599128540305
144,1961,regap101,0.7037037037037038
145,1961,rober102,0.6337448559670782
146,1961,sader101,0.7980884109916367
147,1961,sadot101,0.2962962962962963
148,1961,sanfj101,0.7070707070707071
149,1961,schra101,0.6018518518518519
150,1961,schwd101,0.7940740740740742
151,1961,scorh101,0.45925925925925937
152,1961,shanb102,0.6358024691358024
153,1961,shawb103,0.7047930283224401
154,1961,shelr101,0.7037037037037036
155,1961,sherl101,0.2222222222222222
156,1961,shorc102,0.4907407407407407
157,1961,simmc101,0.7343550446998725
158,1961,sisld102,0.48148148148148145
159,1961,spahw101,0.8442265795206971
160,1961,sprij102,0.7222222222222222
161,1961,sprob102,0.4444444444444444
162,1961,stafb101,0.7762962962962965
163,1961,stalt101,0.6851851851851852
164,1961,stigd101,0.5987654320987655
165,1961,stobc101,0.5061728395061729
166,1961,stocw101,0.5555555555555556
167,1961,sturt101,0.763668430335097
168,1961,sullf101,0.6028806584362141
169,1961,terrr101,0.7325102880658436
170,1961,turlb101,0.6296296296296297
171,1961,walkj104,0.6805555555555557
172,1961,washr101,0.8888888888888888
173,1961,wilhh101,0.3333333333333333
174,1961,willc104,0.6986531986531987
175,1961,wills102,0.7111111111111112
176,1961,willt102,0.14814814814814814
177,1961,wittr101,0.7037037037037037
178,1961,woodw103,0.3333333333333333
179,1961,woodh101,0.5462962962962963
180,1961,wynne101,0.7523148148148149
181,1962,aguih101,0.851851851851852
182,1962,andeb102,0.6666666666666667
183,1962,andec101,0.5135802469135802
184,1962,archj101,0.2222222222222222
185,1962,bairb101,0.3950617283950617
186,1962,barbs102,0.7442680776014107
187,1962,bassn101,0.5524691358024691
188,1962,baumf102,0.6565656565656566
189,1962,belib101,0.6473765432098767
190,1962,bellg102,0.40740740740740744
191,1962,bennd101,0.6899862825788752
192,1962,bolib101,0.8148148148148149
193,1962,bonij101,0.6084656084656086
194,1962,boulc101,0.5925925925925927
195,1962,boutj101,0.6550925925925927
196,1962,bowst101,0.5816993464052288
197,1962,branh101,0.5555555555555556
198,1962,brewj102,0.18518518518518517
199,1962,broge101,0.7765830346475509
200,1962,browh101,0.5987654320987655
201,1962,browp101,0.437037037037037
202,1962,brucb101,0.667989417989418
203,1962,brung101,0.4506172839506173
204,1962,buhlb101,0.7418981481481484
205,1962,bunnj101,0.7887887887887889
206,1962,burdl101,0.7072310405643738
207,1962,burnp102,0.6313131313131313
208,1962,butlc102,0.9074074074074074
209,1962,buzhj101,0.6609686609686609
210,1962,cardd101,0.6883780332056196
211,1962,casaj101,0.4444444444444444
212,1962,chand102,0.7477477477477478
213,1962,chent101,0.722222222222222
214,1962,ciscg101,0.6700336700336701
215,1962,clont101,0.7122507122507121
216,1962,coatj101,0.5679012345679012
217,1962,collj102,0.24691358024691357
218,1962,conlg101,0.8095238095238096
219,1962,consj101,0.8333333333333333
220,1962,crair101,0.7555555555555556
221,1962,curtj102,0.5648148148148148
222,1962,daleb102,0.5925925925925927
223,1962,danib102,0.6208112874779542
224,1962,darwb101,0.3703703703703704
225,1962,davir101,0.43209876543209874
226,1962,deloi101,0.6894586894586894
227,1962,ditma101,0.43827160493827155
228,1962,donoj103,0.42592592592592593
229,1962,donod101,0.8191721132897606
230,1962,drabm101,0.5423280423280423
231,1962,drotd101,0.5925925925925926
232,1962,drysd101,0.8602150537634409
233,1962,duffj102,0.2962962962962963
234,1962,durer101,0.28888888888888886
235,1962,earla101,0.6049382716049382
236,1962,ellis101,0.4814814814814815
237,1962,ellsd101,0.6730158730158731
238,1962,estrc101,0.7170781893004117
239,1962,farrt101,0.832175925925926
240,1962,fiscb101,0.7523148148148148
241,1962,fishe102,0.8091168091168092
242,1962,fishj101,0.6063100137174211
243,1962,fordw101,0.7657407407407407
244,1962,fornm101,0.3333333333333333
245,1962,fossl101,0.5555555555555556
246,1962,foytp101,0.6818181818181819
247,1962,frane101,0.7466666666666667
248,1962,frieb102,0.8031189083820663
249,1962,galld101,0.6111111111111112
250,1962,gerbg101,0.5925925925925926
251,1962,gibbj102,0.5879629629629629
252,1962,gibsb101,0.8592592592592593
253,1962,giggb101,0.6851851851851852
254,1962,giusd101,0.5925925925925926
255,1962,goldj102,0.6613756613756612
256,1962,gomer101,0.7530864197530863
257,1962,granj101,0.6944444444444445
258,1962,grbae101,0.5546522131887986
259,1962,greed101,0.6962962962962963
260,1962,haddh101,0.7222222222222222
261,1962,halld101,0.8086419753086419
262,1962,hamij101,0.6441798941798942
263,1962,hamis101,0.7530864197530865
264,1962,hannj102,0.43209876543209874
265,1962,hartb105,0.7777777777777778
266,1962,hendb101,0.744572158365262
267,1962,herbr101,0.7567567567567568
268,1962,hilld102,0.2962962962962963
269,1962,hobae101,0.4444444444444444
270,1962,hobbg101,0.6450617283950617
271,1962,hoefb101,0.6018518518518519
272,1962,hookj101,0.6985596707818931
273,1962,horlj101,0.6296296296296295
274,1962,huntw102,0.4753086419753086
275,1962,jacka101,0.7555555555555556
276,1962,jackl102,0.8138138138138139
277,1962,jay-j101,0.8
278,1962,jenkj101,0.925925925925926
279,1962,johnk102,0.6793981481481481
280,1962,jones105,0.7222222222222223
281,1962,jones102,0.48148148148148145
282,1962,joycm101,0.5185185185185186
283,1962,kaatj101,0.827485380116959
284,1962,kemmr101,0.48148148148148145
285,1962,klinr102,0.6481481481481481
286,1962,klipj101,0.6137566137566138
287,1962,kolsh101,0.7407407407407407
288,1962,koonc101,0.658564814814815
289,1962,koplh101,0.5864197530864198
290,1962,koufs101,0.8091168091168093
291,1962,kralj101,0.7027540360873694
292,1962,larya101,0.46913580246913583
293,1962,laryf101,0.5687830687830686
294,1962,latmb101,0.7272727272727273
295,1962,law-v101,0.7389770723104058
296,1962,lee-d102,0.6976744186046513
297,1962,lemad102,0.735042735042735
298,1962,mackk101,0.18518518518518517
299,1962,mahaa102,0.7805555555555557
300,1962,maloj102,0.6797385620915034
301,1962,mannj103,0.2592592592592593
302,1962,marag101,0.5833333333333334
303,1962,marij101,0.7986704653371322
304,1962,mcbea101,0.7024691358024691
305,1962,mcbrk101,0.7233115468409586
306,1962,mcclj104,0.4722222222222222
307,1962,mccom103,0.6024691358024691
308,1962,mcdal101,0.6666666666666666
309,1962,mcded101,0.6296296296296297
310,1962,mcdos101,0.5264550264550265
311,1962,mclic101,0.662037037037037
312,1962,mcnad102,1.0
313,1962,millb106,0.605475040257649
314,1962,millj103,0.7777777777777778
315,1962,mizew101,0.48888888888888893
316,1962,moelj101,0.5845410628019322
317,1962,monbb101,0.7378167641325536
318,1962,moorb102,0.5820105820105821
319,1962,mossd101,0.7129629629629628
320,1962,muffb101,0.4444444444444444
321,1962,newmf101,0.4444444444444444
322,1962,nichc102,0.6296296296296297
323,1962,nuxhj101,0.7366255144032922
324,1962,odelb101,0.7751322751322751
325,1962,olivd101,0.4444444444444444
326,1962,ortep101,0.42592592592592593
327,1962,ostec103,0.7306397306397308
328,1962,otooj101,0.8074074074074076
329,1962,owenj101,0.44135802469135804
330,1962,pappm101,0.6936026936026937
331,1962,pascc102,0.8539682539682539
332,1962,penao101,0.8347578347578347
333,1962,perrj102,0.7151979565772668
334,1962,perrg101,0.5343915343915343
335,1962,pfisd101,0.7125925925925928
336,1962,pichr101,0.5833333333333333
337,1962,pierb101,0.7469135802469137
338,1962,pizaj101,0.6546840958605664
339,1962,pleib101,0.40740740740740744
340,1962,podrj101,0.7160493827160495
341,1962,purkb101,0.8518518518518517
342,1962,quira101,0.5802469135802469
343,1962,rakoe101,0.6944444444444444
344,1962,ramop101,0.7496807151979565
345,1962,regap101,0.7496296296296299
346,1962,richp102,0.5967078189300412
347,1962,rippr101,0.4074074074074074
348,1962,rober102,0.8370370370370372
349,1962,rudod103,0.7763532763532764
350,1962,sader101,0.6627680311890837
351,1962,sanfj101,0.7636684303350969
352,1962,schwd101,0.64161220043573
353,1962,segud101,0.7623456790123456
354,1962,shanb102,0.7654320987654321
355,1962,shawb103,0.7968936678614098
356,1962,shelr101,0.6209150326797385
357,1962,shorc102,0.6638176638176639
358,1962,simmc101,0.7437037037037036
359,1962,siskt101,0.49382716049382713
360,1962,smitb112,0.5370370370370371
361,1962,smitp102,0.4074074074074074
362,1962,spahw101,0.8804232804232806
363,1962,stafb101,0.6952380952380954
364,1962,stanl101,0.5185185185185185
365,1962,steem101,0.4074074074074074
366,1962,stend101,0.7806267806267808
367,1962,stigd101,0.8310185185185185
368,1962,stond102,0.6137566137566137
369,1962,sturt101,0.6234567901234568
370,1962,taylr101,0.725925925925926
371,1962,terrr101,0.8289241622574957
372,1962,tothp101,0.8148148148148149
373,1962,tsitj101,0.9444444444444444
374,1962,turlb101,0.513888888888889
375,1962,vealb101,0.5661375661375662
376,1962,walkj104,0.6402116402116402
377,1962,washr101,0.6859259259259259
378,1962,weavf101,0.5555555555555556
379,1962,wickd101,0.7695473251028806
380,1962,willc104,0.4382716049382716
381,1962,wills102,0.6666666666666669
382,1962,willt102,0.43209876543209874
383,1962,wilse102,0.7343550446998723
384,1962,wittr101,0.36296296296296293
385,1962,woodw103,0.8518518518518519
386,1962,woodh101,0.5626780626780625
387,1962,wyatj102,0.5518518518518519
388,1962,wynne101,0.7122507122507125
389,1962,zannd101,0.40740740740740744
390,1963,acklf101,0.7222222222222222
391,1963,aguih101,0.7429193899782135
392,1963,andeb102,0.5555555555555555
393,1963,andec101,0.4814814814814815
394,1963,arrig101,0.7777777777777778
395,1963,bairb101,0.3580246913580247
396,1963,baket102,0.6666666666666666
397,1963,barbs102,0.7867867867867869
398,1963,bassn101,0.07407407407407407
399,1963,baumf102,0.7777777777777778
400,1963,bearl101,0.5555555555555556
401,1963,belib101,0.7076023391812866
402,1963,bellg102,0.603174603174603
403,1963,bennd101,0.7777777777777778
404,1963,bolib101,0.6495726495726496
405,1963,boozj101,0.6388888888888888
406,1963,boulc101,0.45679012345679015
407,1963,boutj101,0.8229166666666667
408,1963,bowst101,0.6666666666666666
409,1963,brewj102,0.4444444444444444
410,1963,broge101,0.7514619883040937
411,1963,browh101,0.6888888888888889
412,1963,browp101,0.35185185185185186
413,1963,brucb101,0.7091906721536353
414,1963,brung101,0.2777777777777778
415,1963,buhlb101,0.7307307307307307
416,1963,bunkw101,0.4444444444444444
417,1963,bunnj101,0.7587587587587589
418,1963,burdl101,0.6798941798941798
419,1963,burnp102,0.5185185185185186
420,1963,buttt101,0.8518518518518519
421,1963,buzhj101,0.7797270955165692
422,1963,calmd101,0.07407407407407407
423,1963,cardc101,0.07407407407407407
424,1963,cardd101,0.7093153759820426
425,1963,chand102,0.7470300489168414
426,1963,chent101,0.7138047138047138
427,1963,ciscg101,0.6275720164609054
428,1963,clont101,0.631578947368421
429,1963,coatj101,0.48148148148148145
430,1963,conlg101,0.5020576131687243
431,1963,crair101,0.7810457516339872
432,1963,culpr101,0.6938271604938272
433,1963,dahlj102,0.2962962962962963
434,1963,danib102,0.7237654320987655
435,1963,debud101,0.6037037037037037
436,1963,deloi101,0.5802469135802469
437,1963,donod101,0.7682198327359617
438,1963,downa101,0.853462157809984
439,1963,drabm101,0.8611111111111113
440,1963,drotd101,0.5555555555555557
441,1963,drysd101,0.8471487360376249
442,1963,duckj101,0.48842592592592593
443,1963,duffj102,0.5259259259259259
444,1963,durer101,0.6666666666666666
445,1963,earla101,0.5925925925925926
446,1963,ellsd101,0.8781676413255362
447,1963,estrc101,0.45370370370370383
448,1963,farrt101,0.798941798941799
449,1963,faulb101,0.7205387205387205
450,1963,fiscb101,0.5
451,1963,fisch101,0.6666666666666667
452,1963,fishe102,0.6412037037037037
453,1963,fishj101,0.660968660968661
454,1963,fordw101,0.8175925925925928
455,1963,foytp101,0.5802469135802469
456,1963,frane101,0.5213675213675214
457,1963,frieb102,0.7777777777777779
458,1963,gatea101,0.8222222222222222
459,1963,gibbj102,0.617283950617284
460,1963,gibsb101,0.8126984126984126
461,1963,goldj102,0.2592592592592593
462,1963,granj101,0.7746031746031748
463,1963,grbae101,0.2592592592592593
464,1963,greed101,0.619753086419753
465,1963,haddh101,0.3333333333333333
466,1963,halld101,0.6790123456790124
467,1963,hamij101,0.7777777777777778
468,1963,hannj102,0.6666666666666667
469,1963,heffb101,0.7203703703703703
470,1963,hendb101,0.6488888888888888
471,1963,herbr101,0.7527233115468409
472,1963,hobae101,0.3333333333333333
473,1963,hobbg101,0.6552706552706553
474,1963,hookj101,0.6351851851851852
475,1963,horlj101,0.6070853462157809
476,1963,jacka101,0.7439153439153438
477,1963,jackl102,0.8245614035087722
478,1963,jay-j101,0.7359098228663449
479,1963,jenkj101,0.462962962962963
480,1963,johnt001,0.7129629629629629
481,1963,johnk102,0.760942760942761
482,1963,kaatj101,0.7190293742017881
483,1963,klinr102,0.3333333333333333
484,1963,klipj101,0.5555555555555556
485,1963,kocha101,0.4074074074074074
486,1963,koonc101,0.5343915343915345
487,1963,koufs101,0.8862897985705005
488,1963,kralj101,0.7603485838779958
489,1963,kreuf101,0.5555555555555556
490,1963,lamaj101,0.6481481481481481
491,1963,laryf101,0.8395061728395062
492,1963,latmb101,0.6366843033509698
493,1963,law-v101,0.5726495726495726
494,1963,lee-d102,0.6374859708193044
495,1963,lee-m102,0.5679012345679012
496,1963,lemad102,0.7586980920314256
497,1963,lemad103,0.2222222222222222
498,1963,linzf101,0.2222222222222222
499,1963,lolim101,0.7477954144620813
500,1963,lopem101,0.2962962962962963
501,1963,lovrp101,0.037037037037037035
502,1963,mahaa102,0.6795491143317229
503,1963,maloj102,0.8455026455026456
504,1963,marij101,0.8776916451335057
505,1963,mcbea101,0.5740740740740741
506,1963,mcbrk101,0.8096166341780376
507,1963,mccom103,0.7053140096618359
508,1963,mcdos101,0.5498575498575499
509,1963,mclad101,0.7777777777777777
510,1963,mclic101,0.7331154684095861
511,1963,mcmad102,0.7592592592592593
512,1963,mcnad102,0.6455026455026458
513,1963,millb106,0.6588103254769921
514,1963,millj103,0.8333333333333333
515,1963,moelr101,0.48148148148148145
516,1963,monbb101,0.8034188034188033
517,1963,moorr101,0.0
518,1963,mored103,0.6703703703703703
519,1963,mossd101,0.6782407407407408
520,1963,nelsm101,0.4814814814814815
521,1963,newmf101,0.5333333333333334
522,1963,nichc102,0.5555555555555555
523,1963,normf101,0.35185185185185186
524,1963,nottd101,0.7586206896551725
525,1963,nuxhj101,0.7905491698595147
526,1963,odelb101,0.7374727668845317
527,1963,odonj101,0.6666666666666666
528,1963,osind101,0.677938808373591
529,1963,ostec103,0.7777777777777779
530,1963,otooj101,0.8180827886710241
531,1963,owenj101,0.3055555555555556
532,1963,pappm101,0.7340067340067342
533,1963,parst101,0.48148148148148145
534,1963,pascc102,0.8900112233445567
535,1963,penao101,0.7121693121693122
536,1963,perrj102,0.7050754458161864
537,1963,perrg101,0.5185185185185186
538,1963,peteg101,0.8252314814814814
539,1963,pfisd101,0.7407407407407408
540,1963,pichr101,0.3333333333333333
541,1963,pierb101,0.6269841269841271
542,1963,pizaj101,0.8407407407407408
543,1963,pleib101,0.5925925925925926
544,1963,podrj101,0.6436058700209643
545,1963,poweg101,0.5833333333333334
546,1963,purkb101,0.7246376811594203
547,1963,quira101,0.5555555555555556
548,1963,rakoe101,0.691798941798942
549,1963,ramop101,0.7828282828282828
550,1963,regap101,0.7050754458161864
551,1963,richp102,0.594541910331384
552,1963,ridzs101,0.6370370370370371
553,1963,rober102,0.7937937937937939
554,1963,roggg101,0.35185185185185186
555,1963,rolaj101,0.6759259259259259
556,1963,rowed101,0.5185185185185186
557,1963,rudod103,0.6934865900383144
558,1963,sader101,0.6904761904761907
559,1963,sadob102,0.7446393762183238
560,1963,sanfj101,0.7558922558922561
561,1963,schnd101,0.5061728395061729
562,1963,schwd101,0.675925925925926
563,1963,segud101,0.7006172839506172
564,1963,seyfg101,0.6296296296296297
565,1963,shawb103,0.7337962962962964
566,1963,sherl101,0.5703703703703704
567,1963,shorc102,0.6913580246913581
568,1963,siebd101,0.837037037037037
569,1963,simmc101,0.8257080610021788
570,1963,siskt101,0.75
571,1963,smitp102,0.6666666666666666
572,1963,smitw102,0.5555555555555556
573,1963,spahw101,0.8814814814814814
574,1963,stafb101,0.537037037037037
575,1963,stalt101,0.6874074074074075
576,1963,stanl101,0.8395061728395061
577,1963,stend101,0.588235294117647
578,1963,stepj103,0.2592592592592593
579,1963,stigd101,0.8169934640522875
580,1963,sturt101,0.6296296296296297
581,1963,taylr101,0.6872427983539094
582,1963,terrr101,0.7644824311490979
583,1963,thied101,0.4814814814814815
584,1963,tothp101,0.7358024691358023
585,1963,tsitj101,0.8720538720538721
586,1963,turlb101,0.6459259259259258
587,1963,umbrj101,0.5555555555555555
588,1963,vealb101,0.837962962962963
589,1963,walkj104,0.22222222222222224
590,1963,washr101,0.6790123456790124
591,1963,wickd101,0.7705761316872429
592,1963,wilhh101,0.8518518518518517
593,1963,willc104,0.7024691358024693
594,1963,willn101,0.5740740740740741
595,1963,wills102,0.6818181818181818
596,1963,wilse102,0.685685685685686
597,1963,woodw103,0.5185185185185185
598,1963,wynne101,0.6740740740740739
599,1963,yelll101,0.5555555555555556
600,1963,zachc101,0.4351851851851851
601,1963,zannd101,0.2222222222222222
602,1964,acklf101,0.2962962962962963
603,1964,aguih101,0.6424010217113667
604,1964,andec101,0.7777777777777778
605,1964,arrig101,0.5740740740740742
606,1964,barbs102,0.6084656084656085
607,1964,bearl101,0.48148148148148145
608,1964,belib101,0.7164021164021167
609,1964,bellg102,0.5925925925925926
610,1964,bennd101,0.6804232804232808
611,1964,bertf101,0.638888888888889
612,1964,blasw101,0.7116402116402115
613,1964,blass101,0.6984126984126985
614,1964,bolib101,0.677938808373591
615,1964,boozj101,0.5432098765432098
616,1964,borkf101,0.6111111111111112
617,1964,boswd101,0.6481481481481481
618,1964,boulc101,0.3703703703703704
619,1964,boutj101,0.825925925925926
620,1964,bowst101,0.6703703703703704
621,1964,bradd102,0.07407407407407407
622,1964,brewj102,0.6931216931216931
623,1964,broge101,0.6973180076628352
624,1964,browh101,0.6560846560846562
625,1964,brucb101,0.7455197132616489
626,1964,brung101,0.6333333333333334
627,1964,buhlb101,0.7227227227227229
628,1964,bunkw101,0.8197530864197532
629,1964,bunnj101,0.809394760614273
630,1964,burdl101,0.7386831275720164
631,1964,buttt101,0.712962962962963
632,1964,buzhj101,0.6367521367521369
633,1964,cardd101,0.5370370370370371
634,1964,carrc103,0.2962962962962963
635,1964,chand102,0.836894586894587
636,1964,charp101,0.7222222222222223
637,1964,chent101,0.611111111111111
638,1964,ciscg101,0.7193732193732194
639,1964,clont101,0.7665544332211
640,1964,conne102,0.5061728395061728
641,1964,coomd101,0.5555555555555556
642,1964,craip101,0.07407407407407407
643,1964,crair101,0.7309941520467836
644,1964,cuelm101,0.6296296296296297
645,1964,culpr101,0.6354775828460038
646,1964,daleb102,0.6296296296296297
647,1964,danib102,0.682962962962963
648,1964,dierl101,0.2962962962962963
649,1964,donod101,0.7377777777777779
650,1964,downa101,0.7798353909465022
651,1964,drabm101,0.5797101449275363
652,1964,drysd101,0.8978288633461047
653,1964,duckj101,0.4629629629629629
654,1964,duffj102,0.7685185185185185
655,1964,earla101,0.7530864197530865
656,1964,ellis101,0.8666666666666666
657,1964,ellsd101,0.8043684710351378
658,1964,ested102,0.7716049382716049
659,1964,estrc101,0.5617283950617283
660,1964,farrt101,0.7854406130268202
661,1964,faulb101,0.5555555555555556
662,1964,fisch101,0.6164021164021164
663,1964,fishe102,0.48148148148148145
664,1964,fishj101,0.7117117117117117
665,1964,flavj101,0.2592592592592593
666,1964,fordw101,0.7467467467467468
667,1964,frane101,0.5555555555555556
668,1964,frieb102,0.7510288065843623
669,1964,gatea101,0.5102880658436214
670,1964,gibbj102,0.6014814814814816
671,1964,gibsb101,0.8625730994152047
672,1964,granj101,0.7254901960784315
673,1964,grayd103,0.14814814814814814
674,1964,hamij101,0.7777777777777778
675,1964,hamis101,0.7901234567901234
676,1964,handv101,0.6666666666666666
677,1964,hannj102,0.455026455026455
678,1964,heffb101,0.6962962962962963
679,1964,hendb101,0.622685185185185
680,1964,herbr102,0.6505636070853464
681,1964,herbr101,0.6413255360623781
682,1964,hinsj101,0.31481481481481477
683,1964,hobbg101,0.6666666666666667
684,1964,hookj101,0.5
685,1964,horlj101,0.8024691358024693
686,1964,howab101,0.8148148148148149
687,1964,jacka101,0.7106481481481483
688,1964,jackl102,0.8574074074074074
689,1964,jay-j101,0.8074074074074075
690,1964,johnt001,0.6395061728395063
691,1964,johnk102,0.6944444444444445
692,1964,kaatj101,0.7962962962962963
693,1964,kelsb101,1.0
694,1964,kocha101,0.5555555555555556
695,1964,koonc101,0.7530864197530863
696,1964,koplh101,0.5925925925925926
697,1964,koufs101,0.9118165784832452
698,1964,kralj101,0.7323775388291518
699,1964,kraul102,0.37962962962962965
700,1964,kreuf101,0.48456790123456783
701,1964,krolg101,0.4444444444444444
702,1964,lamaj101,0.6837606837606838
703,1964,larsd102,0.6868686868686867
704,1964,laryf101,0.5259259259259259
705,1964,latmb101,0.6560846560846562
706,1964,law-v101,0.6929510155316608
707,1964,lee-b104,0.6342592592592593
708,1964,lee-d102,0.6407407407407409
709,1964,lemad102,0.6893004115226339
710,1964,lockr101,0.6296296296296297
711,1964,lolim101,0.7328843995510662
712,1964,lound101,0.7222222222222222
713,1964,mahaa102,0.5683269476372924
714,1964,maloj102,0.7559912854030503
715,1964,marij101,0.9012345679012346
716,1964,mcbrk101,0.5768799102132439
717,1964,mccob105,0.839506172839506
718,1964,mccom103,0.6296296296296297
719,1964,mcdos101,0.7229629629629629
720,1964,mclad101,0.6448801742919389
721,1964,mclic101,0.037037037037037035
722,1964,mcnad102,0.6924315619967796
723,1964,meyeb102,0.4962962962962963
724,1964,millb106,0.6851851851851852
725,1964,milll101,0.5731922398589067
726,1964,moelj101,0.6592592592592592
727,1964,monbb101,0.72972972972973
728,1964,monta103,0.36507936507936506
729,1964,mored103,0.6060606060606063
730,1964,narub101,0.6677559912854032
731,1964,newmf101,0.7716049382716049
732,1964,normf101,0.6370370370370371
733,1964,nottd101,0.7067901234567903
734,1964,nuxhj101,0.6919191919191919
735,1964,odelb101,0.46759259259259256
736,1964,odomj101,0.3777777777777778
737,1964,odonj101,0.5653594771241831
738,1964,ortep101,0.617989417989418
739,1964,osind101,0.548148148148148
740,1964,ostec103,0.7739791073124406
741,1964,otooj101,0.8114478114478115
