,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21985,76003,0028500916,"APR 10, 1986",LAL vs. HOU,W,36,10,19,0.526,0.0,0.0,,3,3,1.0,5.0,1.0,6.0,6.0,2.0,2.0,2.0,5.0,23,,0
1,21985,76003,0028500909,"APR 08, 1986",LAL @ POR,W,33,10,15,0.667,0.0,0.0,,6,8,0.75,0.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,26,,0
2,21985,76003,0028500899,"APR 06, 1986",LAL @ HOU,L,38,7,12,0.583,0.0,0.0,,4,6,0.667,2.0,5.0,7.0,1.0,1.0,3.0,3.0,2.0,18,,0
3,21985,76003,0028500879,"APR 03, 1986",LAL vs. SAC,W,23,6,8,0.75,0.0,0.0,,0,2,0.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,3.0,12,,0
4,21985,76003,0028500869,"APR 01, 1986",LAL vs. SEA,W,37,10,18,0.556,0.0,0.0,,5,7,0.714,3.0,4.0,7.0,3.0,1.0,2.0,3.0,1.0,25,,0
5,21985,76003,0028500860,"MAR 30, 1986",LAL vs. GOS,W,35,7,13,0.538,0.0,0.0,,2,3,0.667,2.0,8.0,10.0,2.0,0.0,2.0,3.0,2.0,16,,0
6,21985,76003,0028500851,"MAR 29, 1986",LAL @ SEA,L,37,8,17,0.471,0.0,0.0,,2,2,1.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,18,,0
7,21985,76003,0028500830,"MAR 25, 1986",LAL @ DEN,W,40,9,17,0.529,0.0,0.0,,6,10,0.6,3.0,4.0,7.0,1.0,0.0,2.0,5.0,4.0,24,,0
8,21985,76003,0028500823,"MAR 24, 1986",LAL vs. SAN,W,28,7,11,0.636,0.0,0.0,,6,8,0.75,0.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,20,,0
9,21985,76003,0028500812,"MAR 22, 1986",LAL @ SAC,W,38,9,18,0.5,0.0,0.0,,2,3,0.667,1.0,5.0,6.0,4.0,2.0,1.0,2.0,3.0,20,,0
10,21985,76003,0028500807,"MAR 21, 1986",LAL @ SAN,W,36,11,28,0.393,0.0,1.0,,4,4,1.0,4.0,4.0,8.0,1.0,0.0,2.0,3.0,4.0,26,,0
11,21985,76003,0028500794,"MAR 19, 1986",LAL @ LAC,L,37,16,22,0.727,0.0,0.0,,2,2,1.0,1.0,4.0,5.0,8.0,2.0,3.0,1.0,4.0,34,,0
12,21985,76003,0028500793,"MAR 18, 1986",LAL vs. POR,W,32,4,9,0.444,0.0,0.0,,5,6,0.833,2.0,4.0,6.0,8.0,0.0,2.0,4.0,6.0,13,,0
13,21985,76003,0028500778,"MAR 16, 1986",LAL vs. HOU,W,40,16,24,0.667,0.0,0.0,,11,16,0.688,3.0,4.0,7.0,3.0,2.0,1.0,4.0,4.0,43,,0
14,21985,76003,0028500757,"MAR 13, 1986",LAL vs. SEA,W,37,10,16,0.625,0.0,0.0,,0,0,0.0,1.0,6.0,7.0,5.0,1.0,1.0,2.0,4.0,20,,0
15,21985,76003,0028500743,"MAR 11, 1986",LAL vs. LAC,W,26,8,13,0.615,0.0,0.0,,3,4,0.75,2.0,6.0,8.0,1.0,3.0,0.0,3.0,4.0,19,,0
16,21985,76003,0028500733,"MAR 09, 1986",LAL @ SEA,W,36,8,14,0.571,0.0,0.0,,4,6,0.667,1.0,1.0,2.0,7.0,0.0,2.0,1.0,3.0,20,,0
17,21985,76003,0028500730,"MAR 08, 1986",LAL vs. SAC,W,34,9,18,0.5,0.0,0.0,,3,6,0.5,6.0,4.0,10.0,4.0,0.0,1.0,2.0,6.0,21,,0
18,21985,76003,0028500713,"MAR 06, 1986",LAL @ GOS,W,37,9,22,0.409,0.0,0.0,,6,8,0.75,1.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,24,,0
19,21985,76003,0028500711,"MAR 05, 1986",LAL vs. UTH,W,29,7,10,0.7,0.0,0.0,,3,4,0.75,1.0,6.0,7.0,5.0,1.0,2.0,1.0,2.0,17,,0
20,21985,76003,0028500694,"MAR 03, 1986",LAL vs. GOS,W,31,13,21,0.619,0.0,0.0,,8,10,0.8,0.0,8.0,8.0,1.0,1.0,2.0,2.0,4.0,34,,0
21,21985,76003,0028500680,"FEB 28, 1986",LAL vs. PHX,W,36,10,18,0.556,0.0,0.0,,5,5,1.0,4.0,3.0,7.0,4.0,3.0,2.0,5.0,5.0,25,,0
22,21985,76003,0028500668,"FEB 26, 1986",LAL @ DAL,W,36,10,13,0.769,0.0,0.0,,5,6,0.833,0.0,5.0,5.0,6.0,2.0,0.0,3.0,3.0,25,,0
23,21985,76003,0028500654,"FEB 24, 1986",LAL @ ATL,L,36,9,20,0.45,0.0,0.0,,4,8,0.5,5.0,7.0,12.0,2.0,2.0,0.0,1.0,2.0,22,,0
24,21985,76003,0028500648,"FEB 23, 1986",LAL @ PHL,W,44,12,22,0.545,0.0,0.0,0.0,4,5,0.8,2.0,3.0,5.0,3.0,3.0,7.0,3.0,5.0,28,,0
25,21985,76003,0028500636,"FEB 21, 1986",LAL @ NJN,L,41,13,28,0.464,0.0,0.0,,2,4,0.5,0.0,6.0,6.0,3.0,0.0,1.0,3.0,2.0,28,,0
26,21985,76003,0028500626,"FEB 19, 1986",LAL @ IND,W,36,9,17,0.529,0.0,0.0,,3,6,0.5,1.0,7.0,8.0,3.0,0.0,4.0,5.0,4.0,21,,0
27,21985,76003,0028500606,"FEB 16, 1986",LAL vs. BOS,L,38,7,17,0.412,0.0,0.0,,9,11,0.818,2.0,7.0,9.0,2.0,1.0,0.0,3.0,2.0,23,,0
28,21985,76003,0028500592,"FEB 14, 1986",LAL vs. ATL,W,24,10,13,0.769,0.0,0.0,,5,5,1.0,2.0,3.0,5.0,6.0,0.0,0.0,3.0,4.0,25,,0
29,21985,76003,0028500579,"FEB 12, 1986",LAL @ PHX,W,29,8,13,0.615,0.0,0.0,,8,11,0.727,1.0,6.0,7.0,4.0,0.0,2.0,1.0,3.0,24,,0
30,21985,76003,0028500577,"FEB 11, 1986",LAL @ GOS,L,25,8,11,0.727,0.0,0.0,,4,6,0.667,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,20,,0
31,21985,76003,0028500560,"FEB 06, 1986",LAL @ HOU,W,37,21,30,0.7,0.0,0.0,,4,4,1.0,2.0,9.0,11.0,4.0,0.0,0.0,6.0,3.0,46,,0
32,21985,76003,0028500551,"FEB 04, 1986",LAL vs. DAL,W,37,9,16,0.563,0.0,0.0,,3,4,0.75,2.0,5.0,7.0,8.0,1.0,0.0,4.0,1.0,21,,0
33,21985,76003,0028500544,"FEB 02, 1986",LAL vs. NYK,L,40,15,22,0.682,0.0,0.0,,10,10,1.0,1.0,2.0,3.0,4.0,1.0,6.0,1.0,3.0,40,,0
34,21985,76003,0028500531,"JAN 31, 1986",LAL vs. PHL,W,24,6,12,0.5,0.0,0.0,0.0,1,1,1.0,2.0,2.0,4.0,4.0,1.0,0.0,1.0,4.0,13,,0
