,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21991,76001,0029101096,"APR 18, 1992",POR vs. LAL,L,13,1,2,0.5,0,0,0.0,2,2,1.0,2,1,3,1,0,0,1,1,4,,0
1,21991,76001,0029101075,"APR 15, 1992",POR @ DAL,W,13,4,8,0.5,0,0,0.0,2,3,0.667,2,0,2,1,0,0,0,1,10,,0
2,21991,76001,0029101071,"APR 14, 1992",POR @ HOU,L,13,3,5,0.6,0,0,0.0,2,2,1.0,1,1,2,0,0,0,1,5,8,,0
3,21991,76001,0029101058,"APR 12, 1992",POR vs. SAN,W,4,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,,0
4,21991,76001,0029101043,"APR 10, 1992",POR vs. SEA,W,4,1,2,0.5,0,0,0.0,1,2,0.5,0,2,2,0,0,0,0,0,3,,0
5,21991,76001,0029101030,"APR 09, 1992",POR @ LAC,L,7,0,4,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,1,0,,0
6,21991,76001,0029100983,"APR 02, 1992",POR vs. UTH,W,8,1,1,1.0,0,0,0.0,1,2,0.5,0,4,4,0,0,0,1,1,3,,0
7,21991,76001,0029100968,"MAR 31, 1992",POR @ PHX,L,8,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,2,0,0,0,1,0,,0
8,21991,76001,0029100960,"MAR 29, 1992",POR vs. NYK,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,,0
9,21991,76001,0029100956,"MAR 28, 1992",POR vs. HOU,W,10,4,5,0.8,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,8,,0
10,21991,76001,0029100940,"MAR 26, 1992",POR @ SAC,W,14,5,9,0.556,0,0,0.0,3,4,0.75,2,1,3,1,1,0,0,0,13,,0
11,21991,76001,0029100925,"MAR 24, 1992",POR vs. DAL,W,12,2,8,0.25,0,0,0.0,2,2,1.0,2,2,4,0,1,0,1,2,6,,0
12,21991,76001,0029100908,"MAR 21, 1992",POR @ UTH,L,5,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,,0
13,21991,76001,0029100891,"MAR 18, 1992",POR @ LAL,W,10,2,2,1.0,0,0,0.0,2,2,1.0,2,0,2,0,0,0,0,1,6,,0
14,21991,76001,0029100880,"MAR 17, 1992",POR vs. MIN,W,14,1,3,0.333,0,0,0.0,1,2,0.5,2,0,2,0,0,0,0,4,3,,0
15,21991,76001,0029100867,"MAR 15, 1992",POR @ BOS,L,15,0,3,0.0,0,0,0.0,2,2,1.0,0,3,3,0,0,0,0,0,2,,0
16,21991,76001,0029100851,"MAR 13, 1992",POR @ ATL,W,10,0,2,0.0,0,0,0.0,4,4,1.0,0,3,3,0,0,0,1,2,4,,0
17,21991,76001,0029100842,"MAR 11, 1992",POR @ MIN,W,4,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,,0
18,21991,76001,0029100829,"MAR 10, 1992",POR @ MIL,W,10,1,3,0.333,0,0,0.0,2,4,0.5,2,0,2,0,1,0,2,3,4,,0
19,21991,76001,0029100776,"MAR 01, 1992",POR @ CHI,L,23,3,7,0.429,0,0,0.0,7,10,0.7,1,4,5,2,0,0,1,2,13,,0
