,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21994,76001,0029400979,"APR 05, 1995",PHL @ CHH,L,8,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0,,0
1,21994,76001,0029400948,"MAR 31, 1995",PHL vs. POR,W,8,1,5.0,0.2,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,,0
2,21994,76001,0029400904,"MAR 24, 1995",PHL vs. BOS,L,14,0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,0,,0
3,21994,76001,0029400855,"MAR 17, 1995",SAC vs. GOS,W,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0
4,21994,76001,0029400847,"MAR 16, 1995",SAC @ DEN,L,11,1,2.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2,,0
5,21994,76001,0029400831,"MAR 14, 1995",SAC vs. DAL,L,11,3,7.0,0.429,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,6,,0
6,21994,76001,0029400820,"MAR 12, 1995",SAC @ LAC,W,7,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,0
7,21994,76001,0029400800,"MAR 10, 1995",SAC @ UTH,L,18,5,7.0,0.714,0.0,0.0,0.0,1,2.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,11,,0
8,21994,76001,0029400795,"MAR 09, 1995",SAC vs. IND,L,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0
9,21994,76001,0029400757,"MAR 03, 1995",SAC @ LAL,L,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0,,0
10,21994,76001,0029400740,"MAR 01, 1995",SAC vs. MIN,L,8,2,5.0,0.4,0.0,0.0,0.0,0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,4,,0
11,21994,76001,0029400731,"FEB 27, 1995",SAC @ ATL,L,14,5,8.0,0.625,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,2.0,2.0,10,,0
12,21994,76001,0029400713,"FEB 25, 1995",SAC @ WAS,L,5,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,,0
13,21994,76001,0029400701,"FEB 23, 1995",SAC @ NYK,L,16,2,6.0,0.333,0.0,1.0,0.0,0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,2.0,4,,0
14,21994,76001,0029400690,"FEB 22, 1995",SAC @ CHH,L,11,2,7.0,0.286,0.0,0.0,0.0,2,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,6,,0
