SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
21977,76002,0027700891,"APR 08, 1978",HOU @ IND,W,10,1,2.0,,,,,3,4,0.75,,,4.0,0.0,,,,4.0,5,,0
21977,76002,0027700884,"APR 07, 1978",HOU vs. NOJ,L,5,0,1.0,,,,,0,0,0.0,,,1.0,1.0,,,,1.0,0,,0
21977,76002,0027700870,"APR 05, 1978",HOU @ SEA,L,9,0,4.0,,,,,3,4,0.75,1.0,1.0,2.0,1.0,,,,4.0,3,,0
21977,76002,0027700856,"APR 02, 1978",HOU @ DEN,L,16,1,8.0,,,,,0,0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,2.0,2,,0
21977,76002,0027700847,"APR 01, 1978",HOU vs. PHL,W,16,2,5.0,,,,,2,4,1.0,,,3.0,1.0,,0.0,,3.0,6,,0
21977,76002,0027700824,"MAR 29, 1978",HOU vs. GOS,L,12,3,3.0,,,,,0,0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,6,,0
21977,76002,0027700804,"MAR 24, 1978",HOU vs. KCK,W,8,3,3.0,,,,,0,0,0.0,,,1.0,0.0,0.0,0.0,,3.0,6,,0
21977,76002,0027700787,"MAR 22, 1978",HOU vs. LAL,L,10,3,5.0,,,,,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,,0
21977,76002,0027700781,"MAR 21, 1978",HOU @ CHI,L,0,0,3.0,,,,,2,2,1.0,,,5.0,1.0,,0.0,,3.0,2,,0
21977,76002,0027700767,"MAR 18, 1978",HOU vs. NJN,L,11,1,3.0,,,,,5,6,0.833,,,2.0,0.0,,,,0.0,7,,0
21977,76002,0027700753,"MAR 16, 1978",HOU vs. DET,L,6,1,,,,,,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2,,0
21977,76002,0027700737,"MAR 14, 1978",HOU @ CLE,L,9,4,7.0,,,,,0,0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,8,,0
21977,76002,0027700696,"MAR 05, 1978",HOU @ WAS,L,2,0,0.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0
21977,76002,0027700684,"MAR 03, 1978",HOU @ ATL,L,7,1,,,,,,0,0,0.0,,,2.0,1.0,,,,,2,,0
21977,76002,0027700631,"FEB 21, 1978",BOS @ HOU,L,20,3,9.0,,,,,0,0,0.0,,,11.0,3.0,1.0,1.0,,,6,,0
21977,76002,0027700587,"FEB 14, 1978",BOS @ GOS,W,4,0,4.0,,,,,2,3,0.667,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2,,0
21977,76003,0027700900,"APR 09, 1978",LAL @ POR,L,30,8,15.0,,,,,6,7,0.857,2.0,11.0,13.0,4.0,2.0,1.0,3.0,4.0,22,,0
21977,76003,0027700887,"APR 07, 1978",LAL vs. NJN,W,31,13,24.0,,,,,0,0,0.0,,,13.0,2.0,,5.0,,2.0,26,,0
21977,76003,0027700872,"APR 05, 1978",LAL @ WAS,L,35,9,15.0,,,,,3,4,0.75,,,6.0,6.0,,,,3.0,21,,0
21977,76003,0027700862,"APR 04, 1978",LAL @ MIL,W,42,11,20.0,,,,,5,8,0.625,,,9.0,7.0,,,,1.0,27,,0
21977,76003,0027700852,"APR 02, 1978",LAL vs. KCK,W,42,15,20.0,,,,,1,2,0.5,4.0,11.0,15.0,8.0,1.0,3.0,7.0,1.0,31,,0
21977,76003,0027700837,"MAR 31, 1978",LAL vs. POR,L,45,12,22.0,,,,,5,6,0.833,3.0,15.0,18.0,7.0,4.0,6.0,4.0,3.0,29,,0
21977,76003,0027700830,"MAR 29, 1978",LAL @ NOJ,W,48,15,29.0,,,,,4,6,0.667,8.0,8.0,16.0,6.0,1.0,9.0,3.0,2.0,34,,0
21977,76003,0027700819,"MAR 28, 1978",LAL @ ATL,L,40,8,14.0,,,,,4,7,0.571,3.0,12.0,15.0,3.0,2.0,4.0,4.0,1.0,20,,0
21977,76003,0027700815,"MAR 26, 1978",LAL vs. IND,W,29,9,17.0,,,,,4,5,0.8,4.0,9.0,13.0,2.0,0.0,4.0,2.0,4.0,22,,0
21977,76003,0027700797,"MAR 24, 1978",LAL vs. BUF,W,38,12,20.0,,,,,6,7,0.857,1.0,11.0,12.0,4.0,2.0,0.0,1.0,3.0,30,,0
21977,76003,0027700787,"MAR 22, 1978",LAL @ HOU,W,41,13,18.0,,,,,5,6,0.833,1.0,13.0,14.0,2.0,1.0,8.0,3.0,2.0,31,,0
21977,76003,0027700784,"MAR 21, 1978",LAL @ SAN,L,39,13,24.0,,,,,6,7,0.857,3.0,15.0,18.0,6.0,1.0,1.0,4.0,2.0,32,,0
21977,76003,0027700769,"MAR 19, 1978",LAL vs. ATL,W,40,12,19.0,,,,,2,2,1.0,2.0,10.0,12.0,8.0,2.0,5.0,1.0,3.0,26,,0
21977,76003,0027700759,"MAR 17, 1978",LAL vs. SEA,L,43,13,31.0,,,,,5,5,1.0,5.0,12.0,17.0,6.0,3.0,5.0,4.0,3.0,31,,0
21977,76003,0027700744,"MAR 15, 1978",LAL @ PHL,L,40,13,27.0,,,,,0,0,0.0,8.0,11.0,19.0,4.0,1.0,3.0,2.0,1.0,26,,0
21977,76003,0027700741,"MAR 14, 1978",LAL @ NYK,W,35,11,18.0,,,,,0,0,0.0,3.0,14.0,17.0,4.0,2.0,2.0,5.0,4.0,22,,0
21977,76003,0027700731,"MAR 12, 1978",LAL vs. PHX,W,38,14,20.0,,,,,4,5,0.8,5.0,11.0,16.0,2.0,2.0,1.0,4.0,2.0,32,,0
21977,76003,0027700725,"MAR 11, 1978",LAL @ PHX,L,36,11,14.0,,,,,4,7,0.571,1.0,11.0,12.0,7.0,0.0,0.0,7.0,2.0,26,,0
21977,76003,0027700717,"MAR 10, 1978",LAL vs. CHI,W,37,11,22.0,,,,,2,6,0.333,0.0,5.0,5.0,5.0,1.0,0.0,1.0,5.0,24,,0
21977,76003,0027700695,"MAR 05, 1978",LAL vs. CLE,W,36,9,17.0,,,,,8,8,1.0,1.0,9.0,10.0,8.0,2.0,3.0,2.0,3.0,26,,0
21977,76003,0027700681,"MAR 03, 1978",LAL vs. PHL,W,40,7,22.0,,,,,7,8,0.875,1.0,16.0,17.0,5.0,2.0,3.0,6.0,4.0,21,,0
21977,76003,0027700660,"FEB 26, 1978",LAL vs. DET,L,39,12,19.0,,,,,6,9,0.667,3.0,10.0,13.0,2.0,0.0,3.0,3.0,5.0,30,,0
21977,76003,0027700645,"FEB 24, 1978",LAL vs. DEN,W,38,7,14.0,,,,,3,5,0.6,4.0,10.0,14.0,6.0,4.0,3.0,4.0,0.0,17,,0
21977,76003,0027700634,"FEB 22, 1978",LAL @ KCK,L,41,9,18.0,,,,,5,7,0.714,1.0,11.0,12.0,4.0,1.0,3.0,7.0,2.0,23,,0
21977,76003,0027700628,"FEB 21, 1978",LAL @ CHI,W,34,7,18.0,,,,,5,5,1.0,1.0,5.0,6.0,2.0,3.0,3.0,5.0,4.0,19,,0
21977,76003,0027700625,"FEB 19, 1978",LAL @ GOS,W,37,9,17.0,,,,,4,4,1.0,0.0,13.0,13.0,7.0,1.0,1.0,1.0,4.0,22,,0
21977,76003,0027700605,"FEB 17, 1978",LAL vs. BOS,W,40,12,19.0,,,,,3,4,0.75,3.0,11.0,14.0,3.0,1.0,3.0,3.0,4.0,27,,0
21977,76003,0027700591,"FEB 14, 1978",LAL vs. SAN,W,37,9,18.0,,,,,2,2,1.0,5.0,15.0,20.0,10.0,1.0,5.0,1.0,4.0,20,,0
21977,76003,0027700584,"FEB 12, 1978",LAL vs. ATL,L,36,15,23.0,,,,,9,12,0.75,6.0,4.0,10.0,0.0,4.0,1.0,4.0,4.0,39,,0
21977,76003,0027700571,"FEB 10, 1978",LAL vs. GOS,W,29,9,13.0,,,,,4,5,0.8,2.0,10.0,12.0,6.0,3.0,0.0,5.0,3.0,22,,0
21977,76003,0027700554,"FEB 08, 1978",LAL @ DET,W,38,9,13.0,,,,,4,4,1.0,1.0,7.0,8.0,2.0,3.0,4.0,6.0,5.0,22,,0
21977,76003,0027700549,"FEB 07, 1978",LAL @ BUF,W,29,5,6.0,,,,,8,10,0.8,,,9.0,5.0,,,,2.0,18,,0
21977,76003,0027700545,"FEB 03, 1978",LAL @ NJN,W,48,16,27.0,,,,,5,7,0.714,7.0,23.0,30.0,5.0,0.0,6.0,4.0,3.0,37,,0
21977,76003,0027700531,"FEB 01, 1978",LAL @ BOS,L,43,12,25.0,,,,,6,8,0.75,3.0,13.0,16.0,3.0,2.0,2.0,5.0,2.0,30,,0
21977,76003,0027700523,"JAN 31, 1978",LAL @ CLE,W,36,14,22.0,,,,,3,6,0.5,5.0,5.0,10.0,3.0,2.0,0.0,0.0,1.0,31,,0
21977,76003,0027700516,"JAN 29, 1978",LAL @ WAS,L,40,13,27.0,,,,,5,5,1.0,,,5.0,3.0,,,,4.0,31,,0
21977,76003,0027700506,"JAN 27, 1978",LAL vs. MIL,W,37,12,25.0,,,,,2,2,1.0,6.0,15.0,21.0,5.0,1.0,4.0,6.0,4.0,26,,0
21977,76003,0027700491,"JAN 24, 1978",LAL vs. PHL,W,37,13,28.0,,,,,13,14,0.929,6.0,14.0,20.0,6.0,2.0,4.0,1.0,5.0,39,,0
21977,76003,0027700479,"JAN 22, 1978",LAL vs. HOU,W,36,10,17.0,,,,,2,2,1.0,3.0,4.0,7.0,7.0,4.0,0.0,3.0,5.0,22,,0
21977,76003,0027700470,"JAN 20, 1978",LAL vs. WAS,W,30,11,15.0,,,,,1,2,0.5,0.0,11.0,11.0,6.0,3.0,2.0,4.0,1.0,23,,0
21977,76003,0027700448,"JAN 17, 1978",LAL vs. NYK,W,36,12,23.0,,,,,3,4,0.75,2.0,13.0,15.0,4.0,4.0,1.0,3.0,3.0,27,,0
21977,76003,0027700440,"JAN 14, 1978",LAL @ DEN,L,33,11,19.0,,,,,4,4,1.0,2.0,14.0,16.0,3.0,0.0,2.0,2.0,5.0,26,,0
21977,76003,0027700419,"JAN 11, 1978",LAL @ KCK,L,39,10,15.0,,,,,8,10,0.8,4.0,9.0,13.0,6.0,0.0,7.0,6.0,3.0,28,,0
21977,76003,0027700418,"JAN 10, 1978",LAL @ CHI,L,26,5,10.0,,,,,6,6,1.0,0.0,4.0,4.0,2.0,2.0,3.0,4.0,6.0,16,,0
21977,76003,0027700406,"JAN 08, 1978",LAL @ IND,L,35,7,20.0,,,,,5,6,0.833,6.0,9.0,15.0,4.0,4.0,4.0,6.0,5.0,19,,0
21977,76003,0027700398,"JAN 06, 1978",LAL @ PHL,L,33,5,12.0,,,,,4,6,0.667,4.0,6.0,10.0,6.0,3.0,6.0,4.0,1.0,14,,0
21977,76003,0027700390,"JAN 04, 1978",LAL @ BUF,L,28,6,17.0,,,,,7,8,0.875,,,11.0,1.0,,,,4.0,19,,0
21977,76003,0027700377,"JAN 03, 1978",LAL @ NYK,W,39,8,15.0,,,,,4,4,1.0,4.0,7.0,11.0,6.0,3.0,2.0,6.0,1.0,20,,0
21977,76003,0027700370,"DEC 30, 1977",LAL vs. KCK,W,35,10,14.0,,,,,5,12,0.417,2.0,13.0,15.0,4.0,2.0,3.0,5.0,3.0,25,,0
21977,76003,0027700354,"DEC 27, 1977",LAL @ GOS,W,26,7,16.0,,,,,0,0,0.0,3.0,9.0,12.0,7.0,1.0,3.0,2.0,1.0,14,,0
21977,76003,0027700338,"DEC 25, 1977",LAL @ SEA,W,38,15,21.0,,,,,5,5,1.0,2.0,15.0,17.0,9.0,1.0,3.0,2.0,3.0,35,,0
21977,76003,0027700333,"DEC 23, 1977",LAL @ POR,L,35,9,26.0,,,,,9,9,1.0,5.0,7.0,12.0,2.0,1.0,3.0,2.0,3.0,27,,0
21977,76003,0027700319,"DEC 20, 1977",LAL vs. WAS,W,36,13,20.0,,,,,4,6,0.667,0.0,9.0,9.0,4.0,2.0,2.0,2.0,5.0,30,,0
21977,76003,0027700307,"DEC 18, 1977",LAL vs. BOS,W,39,15,27.0,,,,,2,3,0.667,6.0,6.0,12.0,3.0,0.0,2.0,4.0,1.0,32,,0
21977,76003,0027700295,"DEC 16, 1977",LAL vs. SEA,L,39,18,25.0,,,,,1,2,0.5,3.0,9.0,12.0,1.0,2.0,5.0,6.0,2.0,37,,0
21977,76003,0027700284,"DEC 14, 1977",LAL @ HOU,W,32,7,16.0,,,,,5,6,0.833,2.0,7.0,9.0,0.0,3.0,2.0,0.0,3.0,19,,0
21977,76003,0027700280,"DEC 13, 1977",LAL @ NOJ,L,43,13,21.0,,,,,7,7,1.0,5.0,11.0,16.0,2.0,0.0,5.0,6.0,2.0,33,,0
21977,76003,0027700273,"DEC 11, 1977",LAL vs. BUF,W,45,14,27.0,,,,,15,19,0.789,6.0,13.0,19.0,6.0,0.0,1.0,4.0,5.0,43,,0
21977,76003,0027700263,"DEC 09, 1977",LAL vs. HOU,L,40,13,22.0,,,,,6,8,0.75,1.0,6.0,7.0,3.0,2.0,4.0,5.0,5.0,32,,0
21977,76003,0027700247,"DEC 06, 1977",LAL vs. MIL,W,38,12,25.0,,,,,2,4,0.5,1.0,12.0,13.0,1.0,3.0,2.0,1.0,2.0,26,,0
