,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21983,76003,0028300931,"APR 13, 1984",LAL vs. DAL,L,35,15,23,0.652,0.0,0.0,,2,2,1.0,5.0,6.0,11.0,3.0,0.0,0.0,3.0,2.0,32,,0
1,21983,76003,0028300916,"APR 11, 1984",LAL vs. POR,W,29,9,12,0.75,0.0,0.0,,6,9,0.667,1.0,1.0,2.0,4.0,0.0,2.0,3.0,2.0,24,,0
2,21983,76003,0028300910,"APR 10, 1984",LAL @ GOS,L,35,11,18,0.611,0.0,0.0,,6,8,0.75,3.0,4.0,7.0,0.0,0.0,1.0,2.0,3.0,28,,0
3,21983,76003,0028300885,"APR 06, 1984",LAL vs. KCK,W,21,10,15,0.667,0.0,0.0,,2,3,0.667,2.0,2.0,4.0,2.0,3.0,1.0,3.0,0.0,22,,0
4,21983,76003,0028300877,"APR 05, 1984",LAL @ UTH,W,34,10,14,0.714,0.0,0.0,,2,2,1.0,1.0,4.0,5.0,3.0,0.0,1.0,4.0,1.0,22,,0
5,21983,76003,0028300867,"APR 03, 1984",LAL @ SAN,L,26,10,14,0.714,0.0,0.0,,7,10,0.7,3.0,3.0,6.0,1.0,0.0,0.0,2.0,2.0,27,,0
6,21983,76003,0028300860,"APR 01, 1984",LAL vs. GOS,W,33,10,16,0.625,0.0,0.0,,3,4,0.75,0.0,6.0,6.0,3.0,0.0,2.0,3.0,5.0,23,,0
7,21983,76003,0028300851,"MAR 31, 1984",LAL @ PHX,W,33,9,17,0.529,0.0,0.0,,9,10,0.9,2.0,9.0,11.0,1.0,0.0,0.0,1.0,3.0,27,,0
8,21983,76003,0028300842,"MAR 29, 1984",LAL vs. HOU,W,35,6,16,0.375,0.0,0.0,,9,10,0.9,0.0,5.0,5.0,3.0,1.0,0.0,3.0,3.0,21,,0
9,21983,76003,0028300834,"MAR 28, 1984",LAL @ SDC,L,32,10,14,0.714,0.0,0.0,,2,3,0.667,1.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,22,,0
10,21983,76003,0028300819,"MAR 25, 1984",LAL vs. SDC,W,36,10,16,0.625,0.0,1.0,0.0,2,3,0.667,0.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,22,,0
11,21983,76003,0028300801,"MAR 23, 1984",LAL vs. DET,L,36,15,22,0.682,0.0,0.0,,5,6,0.833,2.0,1.0,3.0,4.0,0.0,4.0,3.0,3.0,35,,0
12,21983,76003,0028300789,"MAR 21, 1984",LAL @ KCK,W,34,11,17,0.647,0.0,0.0,,2,2,1.0,3.0,8.0,11.0,1.0,1.0,3.0,7.0,4.0,24,,0
13,21983,76003,0028300780,"MAR 20, 1984",LAL @ MIL,W,37,11,20,0.55,0.0,0.0,,0,0,,1.0,4.0,5.0,3.0,0.0,2.0,1.0,0.0,22,,0
14,21983,76003,0028300768,"MAR 17, 1984",LAL @ HOU,W,34,12,19,0.632,0.0,0.0,,5,7,0.714,1.0,6.0,7.0,2.0,0.0,2.0,2.0,2.0,29,,0
15,21983,76003,0028300758,"MAR 15, 1984",LAL vs. SAN,W,34,11,15,0.733,0.0,0.0,,4,4,1.0,1.0,5.0,6.0,2.0,2.0,3.0,1.0,1.0,26,,0
16,21983,76003,0028300740,"MAR 13, 1984",LAL vs. SEA,W,31,10,18,0.556,0.0,0.0,,0,0,,3.0,6.0,9.0,3.0,1.0,3.0,3.0,3.0,20,,0
17,21983,76003,0028300729,"MAR 10, 1984",LAL vs. IND,L,34,10,17,0.588,0.0,0.0,,5,6,0.833,3.0,3.0,6.0,5.0,1.0,2.0,6.0,4.0,25,,0
18,21983,76003,0028300719,"MAR 09, 1984",LAL @ DAL,W,50,14,28,0.5,0.0,0.0,,4,4,1.0,6.0,6.0,12.0,2.0,1.0,1.0,4.0,2.0,32,,0
19,21983,76003,0028300712,"MAR 07, 1984",LAL vs. PHL,L,39,14,21,0.667,0.0,0.0,,1,1,1.0,2.0,4.0,6.0,4.0,0.0,3.0,5.0,5.0,29,,0
20,21983,76003,0028300699,"MAR 04, 1984",LAL @ DET,W,39,13,16,0.813,0.0,0.0,,3,4,0.75,3.0,5.0,8.0,4.0,0.0,1.0,4.0,4.0,29,,0
21,21983,76003,0028300682,"MAR 02, 1984",LAL @ ATL,W,37,12,19,0.632,0.0,0.0,,6,10,0.6,6.0,7.0,13.0,3.0,0.0,0.0,2.0,3.0,30,,0
22,21983,76003,0028300671,"FEB 29, 1984",LAL @ NJN,L,36,9,16,0.563,0.0,0.0,,1,3,0.333,0.0,8.0,8.0,3.0,1.0,1.0,8.0,3.0,19,,0
23,21983,76003,0028300662,"FEB 28, 1984",LAL @ CHI,W,30,5,10,0.5,0.0,0.0,,2,4,0.5,1.0,5.0,6.0,3.0,0.0,3.0,0.0,2.0,12,,0
24,21983,76003,0028300658,"FEB 26, 1984",LAL @ PHL,W,37,5,15,0.333,0.0,0.0,,2,4,0.5,0.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,12,,0
25,21983,76003,0028300640,"FEB 24, 1984",LAL vs. BOS,W,40,11,18,0.611,0.0,0.0,,9,10,0.9,2.0,5.0,7.0,5.0,1.0,3.0,4.0,3.0,31,,0
26,21983,76003,0028300631,"FEB 22, 1984",LAL @ SEA,L,39,5,12,0.417,0.0,0.0,,5,8,0.625,0.0,5.0,5.0,1.0,0.0,0.0,5.0,1.0,15,,0
