SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
21972,76002,0027200392,"JAN 25, 1973",HOU @ MIL,W,18,5,9.0,,,,,0,0,0.0,,,4.0,3.0,,,,2.0,10,,0
21972,76002,0027200388,"JAN 21, 1973",HOU vs. NYK,W,32,5,14.0,,,,,4,4,1.0,,,12.0,2.0,,,,3.0,14,,0
21972,76002,0027200382,"JAN 20, 1973",HOU vs. POR,L,19,3,10.0,,,,,0,0,0.0,,,6.0,0.0,,,,3.0,6,,0
21972,76002,0027200376,"JAN 19, 1973",HOU vs. CLE,L,20,1,5.0,,,,,2,2,1.0,,,5.0,1.0,,,,5.0,4,,0
21972,76002,0027200368,"JAN 17, 1973",HOU vs. GOS,L,32,8,15.0,,,,,5,7,0.714,,,12.0,0.0,,,,3.0,21,,0
21972,76002,0027200351,"JAN 13, 1973",HOU vs. CLE,L,19,0,1.0,,,,,5,6,0.833,,,8.0,3.0,,,,1.0,5,,0
21972,76002,0027200347,"JAN 12, 1973",HOU vs. NYK,L,31,7,14.0,,,,,6,8,0.75,,,16.0,2.0,,,,3.0,20,,0
21972,76002,0027200338,"JAN 10, 1973",HOU @ BOS,L,27,3,9.0,,,,,1,2,0.5,,,10.0,3.0,,,,3.0,7,,0
21972,76002,0027200332,"JAN 09, 1973",HOU @ ATL,L,0,3,,,,,,0,0,0.0,,,,,,,,,6,,0
21972,76002,0027203021,"JAN 07, 1973",HOU @ CLE,L,16,0,5.0,,,,,2,2,1.0,,,8.0,1.0,,,,0.0,2,,0
21972,76002,0027200322,"JAN 06, 1973",HOU @ NYK,L,24,2,6.0,,,,,4,6,0.667,,,8.0,2.0,,,,2.0,8,,0
21972,76002,0027200312,"JAN 04, 1973",HOU @ CHI,L,29,4,10.0,,,,,5,9,0.556,,,15.0,1.0,,,,3.0,13,,0
21972,76002,0027200307,"JAN 03, 1973",HOU vs. BOS,W,13,2,6.0,,,,,2,2,1.0,,,2.0,0.0,,,,1.0,6,,0
21972,76002,0027200302,"JAN 02, 1973",HOU vs. BOS,L,23,3,8.0,,,,,2,2,1.0,,,5.0,2.0,,,,3.0,8,,0
21972,76002,0027200287,"DEC 29, 1972",HOU vs. MIL,L,21,4,,,,,,3,5,0.6,,,9.0,4.0,,,,2.0,11,,0
21972,76002,0027200281,"DEC 27, 1972",HOU vs. LAL,W,20,4,10.0,,,,,3,4,0.75,,,10.0,1.0,,,,,11,,0
21972,76002,0027200273,"DEC 26, 1972",HOU vs. PHX,W,9,2,3.0,,,,,1,2,0.5,,,1.0,0.0,,,,0.0,5,,0
21972,76002,0027200262,"DEC 22, 1972",HOU vs. PHL,W,0,5,,,,,,2,2,1.0,,,,,,,,,12,,0
21972,76002,0027200258,"DEC 20, 1972",HOU vs. NYK,L,15,3,7.0,,,,,3,4,0.75,,,4.0,1.0,,,,2.0,9,,0
21972,76002,0027203017,"DEC 17, 1972",HOU @ CLE,W,5,0,4.0,,,,,0,0,0.0,,,0.0,0.0,,,,1.0,0,,0
21972,76002,0027200241,"DEC 16, 1972",HOU @ DET,W,0,4,,,,,,3,3,1.0,,,,,,,,6.0,11,,0
21972,76002,0027200237,"DEC 15, 1972",HOU @ BLT,L,22,5,9.0,,,,,2,3,0.667,,,4.0,0.0,,,,2.0,12,,0
21972,76002,0027200225,"DEC 12, 1972",HOU @ BUF,L,0,2,,,,,,0,0,0.0,,,,,,,,,4,,0
21972,76002,0027200206,"DEC 08, 1972",HOU vs. POR,W,5,0,2.0,,,,,0,0,0.0,,,0.0,0.0,,,,0.0,0,,0
21972,76002,0027200195,"DEC 05, 1972",HOU @ GOS,L,10,1,4.0,,,,,0,0,0.0,,,3.0,2.0,,,,1.0,2,,0
21972,76002,0027200186,"DEC 02, 1972",HOU vs. KCK,L,0,1,4.0,,,,,0,0,0.0,,,4.0,1.0,,,,0.0,2,,0
21972,76002,0027200182,"DEC 01, 1972",HOU @ BLT,L,31,5,11.0,,,,,4,4,1.0,,,7.0,0.0,,,,3.0,14,,0
21972,76002,0027200175,"NOV 29, 1972",HOU vs. BLT,W,0,3,6.0,,,,,0,0,0.0,,,4.0,4.0,,,,,6,,0
21972,76002,0027200169,"NOV 28, 1972",HOU vs. BLT,L,0,1,6.0,,,,,0,0,0.0,,,4.0,,,,,3.0,2,,0
21972,76002,0027200155,"NOV 25, 1972",HOU vs. SEA,W,15,3,9.0,,,,,4,7,0.571,,,4.0,1.0,,,,2.0,10,,0
21972,76002,0027200145,"NOV 22, 1972",HOU vs. GOS,W,15,2,7.0,,,,,4,5,0.8,,,10.0,1.0,,,,2.0,8,,0
21972,76002,0027200140,"NOV 21, 1972",HOU @ CHI,L,27,3,6.0,,,,,1,4,0.25,,,6.0,1.0,,,,4.0,7,,0
21972,76002,0027200132,"NOV 18, 1972",HOU @ KCK,L,0,4,7.0,,,,,2,2,1.0,,,4.0,1.0,,,,0.0,10,,0
21972,76002,0027200123,"NOV 16, 1972",HOU @ NYK,L,22,4,13.0,,,,,3,7,0.429,,,7.0,0.0,,,,2.0,11,,0
21972,76002,0027200112,"NOV 14, 1972",HOU @ BLT,L,20,2,4.0,,,,,5,6,0.833,,,6.0,2.0,,,,1.0,9,,0
21972,76002,0027200105,"NOV 11, 1972",HOU vs. PHL,L,0,2,,,,,,2,3,0.667,,,,,,,,,6,,0
21972,76002,0027200098,"NOV 10, 1972",HOU @ PHX,L,7,0,4.0,,,,,2,2,1.0,,,1.0,0.0,,,,,2,,0
21972,76002,0027200080,"NOV 04, 1972",HOU vs. DET,W,0,0,,,,,,1,2,0.5,,,,,,,,,1,,0
21972,76002,0027200072,"NOV 03, 1972",HOU vs. ATL,L,0,5,,,,,,3,5,0.6,,,,,,,,,13,,0
21972,76002,0027200069,"NOV 01, 1972",HOU @ PHL,W,28,6,17.0,,,,,6,6,1.0,,,10.0,1.0,,,,3.0,18,,0
