,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21992,76001,0029201102,"APR 25, 1993",BOS @ WAS,W,19,4,11,0.364,0,0,0.0,2,2,1.0,2,5,7,0,1,3,2,4,10,,0
1,21992,76001,0029201088,"APR 23, 1993",BOS vs. CLE,W,25,3,7,0.429,0,0,0.0,2,2,1.0,0,4,4,1,1,1,3,4,8,,0
2,21992,76001,0029201074,"APR 21, 1993",BOS vs. ORL,W,23,4,7,0.571,0,0,0.0,0,0,0.0,0,6,6,0,0,1,0,0,8,,0
3,21992,76001,0029201055,"APR 18, 1993",BOS @ ORL,L,18,3,6,0.5,0,0,0.0,0,0,0.0,2,3,5,0,0,2,1,4,6,,0
4,21992,76001,0029201048,"APR 17, 1993",BOS @ MIA,W,18,1,4,0.25,0,0,0.0,2,2,1.0,1,1,2,0,1,0,2,4,4,,0
5,21992,76001,0029201031,"APR 15, 1993",BOS @ NJN,W,31,7,8,0.875,0,0,0.0,1,1,1.0,3,7,10,1,0,2,2,3,15,,0
6,21992,76001,0029201013,"APR 13, 1993",BOS vs. IND,W,22,7,13,0.538,0,0,0.0,0,0,0.0,4,4,8,0,0,0,4,4,14,,0
7,21992,76001,0029201004,"APR 11, 1993",BOS vs. NYK,L,16,4,9,0.444,0,0,0.0,2,2,1.0,2,1,3,0,1,0,0,1,10,,0
8,21992,76001,0029200991,"APR 09, 1993",BOS vs. DET,L,32,9,11,0.818,0,0,0.0,2,2,1.0,3,5,8,0,1,1,5,2,20,,0
9,21992,76001,0029200980,"APR 08, 1993",BOS @ NYK,L,20,1,6,0.167,0,0,0.0,1,4,0.25,4,3,7,1,0,0,2,4,3,,0
10,21992,76001,0029200961,"APR 04, 1993",BOS vs. CHI,L,22,4,5,0.8,0,0,0.0,1,2,0.5,2,2,4,0,0,0,3,3,9,,0
