,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21982,76003,0028200939,"APR 17, 1983",LAL vs. POR,L,37,12,19.0,0.632,0.0,0.0,,7,7,1.0,2.0,8.0,10.0,2.0,1.0,2.0,3.0,2.0,31,,0
1,21982,76003,0028200926,"APR 15, 1983",LAL vs. SEA,W,36,12,19.0,0.632,0.0,0.0,,5,7,0.714,3.0,6.0,9.0,0.0,1.0,2.0,2.0,4.0,29,,0
2,21982,76003,0028200917,"APR 13, 1983",LAL @ SAN,L,36,15,23.0,0.652,0.0,0.0,,8,10,0.8,0.0,7.0,7.0,3.0,1.0,4.0,0.0,3.0,38,,0
3,21982,76003,0028200903,"APR 12, 1983",LAL @ HOU,W,32,6,10.0,0.6,0.0,0.0,,0,0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,2.0,3.0,12,,0
4,21982,76003,0028200898,"APR 10, 1983",LAL vs. PHX,L,36,8,8.0,1.0,0.0,0.0,,4,6,0.667,1.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,20,,0
5,21982,76003,0028200880,"APR 08, 1983",LAL vs. GOS,W,33,7,11.0,0.636,0.0,0.0,,5,6,0.833,3.0,6.0,9.0,3.0,2.0,1.0,1.0,2.0,19,,0
6,21982,76003,0028200876,"APR 07, 1983",LAL @ PHX,W,40,13,22.0,0.591,0.0,0.0,,3,4,0.75,1.0,7.0,8.0,5.0,2.0,0.0,2.0,2.0,29,,0
7,21982,76003,0028200861,"APR 05, 1983",LAL @ POR,L,33,13,21.0,0.619,0.0,0.0,,2,2,1.0,3.0,6.0,9.0,1.0,0.0,1.0,2.0,3.0,28,,0
8,21982,76003,0028200856,"APR 04, 1983",LAL @ SEA,L,38,9,19.0,0.474,0.0,0.0,,8,10,0.8,4.0,5.0,9.0,4.0,,,8.0,5.0,26,,0
9,21982,76003,0028200839,"APR 01, 1983",LAL vs. NYK,W,30,8,18.0,0.444,0.0,0.0,,2,3,0.667,,,8.0,2.0,,,,3.0,18,,0
10,21982,76003,0028200836,"MAR 31, 1983",LAL @ DEN,W,36,12,20.0,0.6,0.0,0.0,,2,2,1.0,2.0,7.0,9.0,2.0,1.0,3.0,2.0,2.0,26,,0
11,21982,76003,0028200826,"MAR 29, 1983",LAL vs. SDC,W,28,10,14.0,0.714,0.0,0.0,,6,7,0.857,2.0,5.0,7.0,0.0,1.0,1.0,1.0,1.0,26,,0
12,21982,76003,0028200817,"MAR 27, 1983",LAL vs. HOU,W,23,6,9.0,0.667,0.0,0.0,,5,9,0.556,2.0,5.0,7.0,3.0,1.0,0.0,2.0,3.0,17,,0
13,21982,76003,0028200801,"MAR 25, 1983",LAL vs. SAN,L,28,10,15.0,0.667,0.0,0.0,,3,3,1.0,,,8.0,0.0,0.0,0.0,,6.0,23,,0
14,21982,76003,0028200784,"MAR 22, 1983",LAL vs. SEA,W,30,8,12.0,0.667,0.0,0.0,,1,1,1.0,3.0,5.0,8.0,3.0,1.0,2.0,3.0,3.0,17,,0
15,21982,76003,0028200778,"MAR 20, 1983",LAL vs. DAL,W,28,10,13.0,0.769,0.0,0.0,,3,3,1.0,1.0,4.0,5.0,4.0,1.0,3.0,1.0,4.0,23,,0
16,21982,76003,0028200767,"MAR 19, 1983",LAL @ SDC,L,34,6,8.0,0.75,0.0,0.0,,4,6,0.667,,,8.0,2.0,,3.0,,1.0,16,,0
17,21982,76003,0028200763,"MAR 18, 1983",LAL vs. KCK,W,32,14,22.0,0.636,0.0,0.0,,7,11,0.636,,,7.0,2.0,3.0,2.0,,2.0,35,,0
18,21982,76003,0028200751,"MAR 16, 1983",LAL vs. PHX,W,30,5,14.0,0.357,0.0,0.0,,2,3,0.667,0.0,7.0,7.0,1.0,0.0,2.0,0.0,3.0,12,,0
19,21982,76003,0028200725,"MAR 12, 1983",LAL vs. CHI,W,32,11,14.0,0.786,0.0,0.0,,0,0,0.0,,,3.0,4.0,3.0,3.0,,4.0,22,,0
20,21982,76003,0028200711,"MAR 09, 1983",LAL vs. SDC,W,31,13,15.0,0.867,0.0,0.0,,5,7,0.714,3.0,5.0,8.0,1.0,0.0,3.0,2.0,2.0,31,,0
21,21982,76003,0028200706,"MAR 08, 1983",LAL @ GOS,W,30,10,19.0,0.526,0.0,0.0,,4,5,0.8,3.0,6.0,9.0,0.0,1.0,6.0,3.0,3.0,24,,0
22,21982,76003,0028200688,"MAR 05, 1983",LAL @ DET,W,34,10,16.0,0.625,0.0,0.0,,2,2,1.0,,,8.0,3.0,,,,4.0,22,,0
23,21982,76003,0028200685,"MAR 04, 1983",LAL @ WAS,L,37,8,20.0,0.4,0.0,1.0,,5,8,0.625,,,8.0,6.0,,,,2.0,21,,0
24,21982,76003,0028200672,"MAR 02, 1983",LAL @ MIL,W,30,13,17.0,0.765,0.0,0.0,,4,4,1.0,3.0,4.0,7.0,1.0,0.0,0.0,2.0,5.0,30,,0
25,21982,76003,0028200661,"MAR 01, 1983",LAL @ CHI,W,39,12,15.0,0.8,0.0,0.0,,7,9,0.778,3.0,10.0,13.0,8.0,1.0,3.0,5.0,1.0,31,,0
26,21982,76003,0028200659,"FEB 27, 1983",LAL vs. DEN,L,25,5,10.0,0.5,0.0,0.0,,5,5,1.0,2.0,5.0,7.0,1.0,0.0,0.0,5.0,3.0,15,,0
27,21982,76003,0028200648,"FEB 26, 1983",LAL @ UTH,L,32,7,18.0,0.389,0.0,0.0,,1,1,1.0,,,9.0,0.0,,2.0,,3.0,15,,0
28,21982,76003,0028200631,"FEB 23, 1983",LAL vs. BOS,L,30,7,18.0,0.389,0.0,0.0,,0,0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,14,,0
29,21982,76003,0028200617,"FEB 20, 1983",LAL @ IND,W,30,12,16.0,0.75,0.0,0.0,,2,3,0.667,,,13.0,2.0,,3.0,,3.0,26,,0
30,21982,76003,0028200604,"FEB 18, 1983",LAL @ KCK,L,33,9,11.0,0.818,0.0,0.0,,5,8,0.625,,,5.0,1.0,0.0,0.0,,3.0,23,,0
31,21982,76003,0028200598,"FEB 17, 1983",LAL @ DAL,W,37,14,19.0,0.737,0.0,0.0,,4,5,0.8,5.0,8.0,13.0,4.0,0.0,2.0,1.0,3.0,32,,0
32,21982,76003,0028200587,"FEB 15, 1983",LAL vs. SAN,L,35,10,22.0,0.455,0.0,0.0,,6,7,0.857,5.0,5.0,10.0,1.0,1.0,1.0,2.0,2.0,26,,0
33,21982,76003,0028200568,"FEB 09, 1983",LAL vs. UTH,W,27,6,13.0,0.462,0.0,0.0,,4,6,0.667,4.0,9.0,13.0,1.0,0.0,8.0,4.0,3.0,16,,0
34,21982,76003,0028200560,"FEB 08, 1983",LAL @ SEA,W,39,11,22.0,0.5,0.0,0.0,,8,8,1.0,0.0,7.0,7.0,1.0,2.0,2.0,3.0,4.0,30,,0
35,21982,76003,0028200558,"FEB 06, 1983",LAL vs. KCK,W,25,8,12.0,0.667,0.0,0.0,,2,5,0.4,2.0,4.0,6.0,1.0,1.0,3.0,0.0,2.0,18,,0
36,21982,76003,0028200541,"FEB 04, 1983",LAL @ KCK,W,29,14,20.0,0.7,0.0,0.0,,0,1,0.0,,,4.0,1.0,2.0,1.0,,1.0,28,,0
37,21982,76003,0028200533,"FEB 02, 1983",LAL @ DAL,L,34,14,16.0,0.875,0.0,0.0,,6,7,0.857,4.0,3.0,7.0,2.0,1.0,4.0,2.0,2.0,34,,0
38,21982,76003,0028200517,"JAN 30, 1983",LAL @ BOS,L,35,12,22.0,0.545,0.0,0.0,,3,3,1.0,1.0,5.0,6.0,2.0,2.0,2.0,3.0,2.0,27,,0
39,21982,76003,0028200507,"JAN 28, 1983",LAL vs. ATL,W,34,3,13.0,0.231,0.0,0.0,,4,4,1.0,,,6.0,2.0,,4.0,4.0,2.0,10,,0
40,21982,76003,0028200491,"JAN 26, 1983",LAL vs. MIL,W,34,12,18.0,0.667,0.0,0.0,,5,9,0.556,0.0,9.0,9.0,2.0,2.0,1.0,3.0,2.0,29,,0
41,21982,76003,0028200482,"JAN 25, 1983",LAL @ POR,W,37,10,17.0,0.588,0.0,0.0,,5,5,1.0,0.0,8.0,8.0,6.0,2.0,1.0,1.0,4.0,25,,0
42,21982,76003,0028200477,"JAN 23, 1983",LAL vs. IND,W,39,12,17.0,0.706,0.0,0.0,,2,2,1.0,,,7.0,7.0,,3.0,,4.0,26,,0
43,21982,76003,0028200464,"JAN 21, 1983",LAL vs. SAN,W,38,9,14.0,0.643,0.0,1.0,,5,6,0.833,,,5.0,4.0,0.0,3.0,,3.0,23,,0
44,21982,76003,0028200452,"JAN 19, 1983",LAL vs. SDC,W,32,6,11.0,0.545,0.0,0.0,,2,4,0.5,3.0,5.0,8.0,2.0,2.0,2.0,4.0,1.0,14,,0
45,21982,76003,0028200434,"JAN 15, 1983",LAL @ ATL,W,23,7,12.0,0.583,0.0,0.0,,1,1,1.0,,,7.0,0.0,,,,3.0,15,,0
46,21982,76003,0028200405,"JAN 11, 1983",LAL @ NJN,L,33,7,13.0,0.538,0.0,0.0,,2,4,0.5,1.0,4.0,5.0,2.0,0.0,3.0,6.0,2.0,16,,0
47,21982,76003,0028200396,"JAN 08, 1983",LAL @ NYK,W,36,7,14.0,0.5,0.0,0.0,,1,3,0.333,,,10.0,3.0,,,,3.0,15,,0
48,21982,76003,0028200376,"JAN 06, 1983",LAL @ CLE,W,25,4,9.0,0.444,0.0,0.0,,5,5,1.0,1.0,5.0,6.0,0.0,0.0,2.0,3.0,2.0,13,,0
49,21982,76003,0028200359,"JAN 02, 1983",LAL vs. DET,W,35,13,18.0,0.722,0.0,0.0,,2,4,0.5,0.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,28,,0
50,21982,76003,0028200342,"DEC 30, 1982",LAL vs. SEA,W,28,9,13.0,0.692,0.0,0.0,,3,4,0.75,2.0,5.0,7.0,6.0,,3.0,1.0,3.0,21,,0
51,21982,76003,0028200336,"DEC 29, 1982",LAL @ GOS,W,33,7,12.0,0.583,0.0,0.0,,5,7,0.714,0.0,5.0,5.0,3.0,0.0,2.0,5.0,3.0,19,,0
