"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Pirates","28","21","13","2.54","226","0","0","0","31","","379.2","1585","310","127","107","12","165","51","4","15","4","201","","","","","","","","","","","","4.76","3.91","1.22","7.35","0.28",".219","1.25",".248","76.2%","3.27","","","","","","","","","","","23.9","377.1","23.9","2.6","","","","3.55","-23.41","26.97","44.31","4.91","1.01","1.04","1.31","1.33","108","3.34","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","42","72","91","","12.7%","10.4%","","","-0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","3.4","-0.3","3.0","22 - 35","2.3%","","","","","","","3.91","23.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","113","83","84","45","87","92","89","106","97","116","","","","","","","","","","","","","","","","","","0"
"Reds","27","33","16","2.79","277","0","0","0","50","","445.1","1871","448","152","138","26","123","26","12","17","3","205","","","","","","","","","","","","4.14","2.49","1.67","9.05","0.53",".258","1.28",".280","78.9%","3.34","","","","","","","","","","","29.9","444.4","29.9","3.3","","","","7.99","-32.45","40.44","63.25","6.31","1.21","1.32","1.58","1.80","137","4.37","2.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","48","78","93","","11.0%","6.6%","","","-0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","0.0","5.3","5.3","22 - 34","4.4%","","","","","","","3.66","18.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","72","113","103","83","103","94","101","110","84","73","","","","","","","","","","","","","","","","","","0"
"Athletics","29","31","11","2.91","245","0","0","0","44","","463.1","1890","398","174","150","31","151","24","12","18","0","274","","","","","","","","","","","","5.32","2.93","1.81","7.73","0.60",".230","1.18",".258","74.8%","3.33","","","","","","","","","","","49.0","460.3","49.0","5.2","","","","8.12","-28.16","36.28","34.57","3.93","1.02","1.18","1.48","1.55","119","4.32","3.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","40","81","86","","14.5%","8.0%","","","-0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","2.3","-0.9","1.4","20 - 39","6.5%","","","","","","","3.40","24.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","84","127","88","79","91","87","93","105","113","88","","","","","","","","","","","","","","","","","","0"
"Mets","26","14","19","2.95","229","0","0","0","31","","394.0","1671","342","147","129","28","169","36","7","19","3","245","","","","","","","","","","","","5.60","3.86","1.45","7.81","0.64",".229","1.30",".257","77.5%","3.61","","","","","","","","","","","7.1","391.9","7.1","0.9","","","","1.04","-27.42","28.46","18.10","1.96","1.03","1.07","1.27","1.04","107","1.23","-0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","43","84","102","","14.7%","10.1%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","2.6","1.3","3.8","21 - 33","4.6%","","","","","","","3.64","26.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","111","99","89","101","91","95","92","108","112","112","","","","","","","","","","","","","","","","","","0"
"Orioles","26","17","19","3.18","149","0","0","0","21","","294.2","1216","255","107","104","20","112","30","2","13","0","164","","","","","","","","","","","","5.01","3.42","1.46","7.79","0.61",".231","1.25",".256","76.8%","3.52","","","","","","","","","","","18.6","291.4","18.6","2.0","","","","-3.44","-27.22","23.78","16.77","1.88","1.18","1.32","1.88","2.33","61","1.52","-4.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","47","88","95","","13.5%","9.2%","","","-0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","1.7","1.8","3.4","23 - 32","4.3%","","","","","","","3.67","24.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","98","103","89","80","92","91","93","107","105","102","","","","","","","","","","","","","","","","","","0"
"Yankees","27","12","10","3.19","147","0","0","0","20","","262.2","1132","255","105","93","12","119","18","10","15","2","171","","","","","","","","","","","","5.86","4.08","1.44","8.74","0.41",".254","1.42",".296","76.0%","3.35","","","","","","","","","","","22.2","260.8","22.2","2.4","","","","0.83","-19.17","20.00","10.28","1.14","1.02","1.13","1.53","1.48","58","0.45","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","29","86","89","","15.1%","10.5%","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","-1.3","2.5","1.2","24 - 33","4.6%","","","","","","","3.63","26.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","117","101","99","54","101","105","107","106","117","116","","","","","","","","","","","","","","","","","","0"
"Phillies","28","28","22","3.19","283","0","0","0","30","","459.2","1908","410","184","163","36","164","27","8","21","2","292","","","","","","","","","","","","5.72","3.21","1.78","8.03","0.70",".236","1.25",".266","74.9%","3.46","","","","","","","","","","","21.0","457.1","21.0","2.3","","","","6.51","-29.43","35.94","32.57","3.41","1.03","1.04","1.08","0.97","154","4.30","2.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","45","85","94","","15.3%","8.6%","","","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","1.7","0.4","2.1","20 - 38","6.7%","","","","","","","3.38","25.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","93","122","92","111","94","92","96","104","117","96","","","","","","","","","","","","","","","","","","0"
"Royals","29","24","13","3.19","204","0","0","0","25","","380.1","1605","359","158","135","24","141","29","5","12","2","231","","","","","","","","","","","","5.47","3.34","1.64","8.50","0.57",".246","1.31",".278","73.6%","3.34","","","","","","","","","","","31.6","378.7","31.6","3.4","","","","2.55","-30.82","33.37","19.06","1.96","1.17","1.24","1.56","1.66","94","2.16","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","44","82","90","","14.4%","8.8%","","","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","-0.1","1.8","1.7","22 - 39","5.6%","","","","","","","3.51","24.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","96","115","97","74","97","96","101","103","112","97","","","","","","","","","","","","","","","","","","0"
"Indians","28","17","15","3.25","218","0","0","0","33","","412.1","1783","376","180","149","31","219","46","14","22","3","257","","","","","","","","","","","","5.61","4.78","1.17","8.21","0.68",".243","1.44",".273","75.9%","4.01","","","","","","","","","","","8.8","407.2","8.8","1.0","","","","1.75","-30.55","32.30","2.26","-0.03","1.08","1.20","1.66","1.90","96","0.29","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","49","86","103","","14.4%","12.3%","","","-0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","0.4","3.6","4.0","20 - 39","2.1%","","","","","","","3.93","28.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","138","82","93","89","96","106","99","106","112","136","","","","","","","","","","","","","","","","","","0"
"Cardinals","26","18","19","3.29","272","0","0","0","36","","383.1","1698","362","174","140","22","195","56","6","19","3","248","","","","","","","","","","","","5.82","4.58","1.27","8.50","0.52",".242","1.45",".277","73.1%","3.61","","","","","","","","","","","12.7","379.6","12.7","1.5","","","","0.70","-29.21","29.91","-6.84","-0.69","1.10","1.14","1.31","1.29","143","-0.17","0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","53","91","103","","14.6%","11.5%","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","0.4","0.9","1.3","22 - 39","3.1%","","","","","","","3.81","27.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","132","87","97","81","96","107","100","102","112","128","","","","","","","","","","","","","","","","","","0"
