"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Astros","28","24","26","2.63","312","0","0","0","29","","499.0","2055","429","172","146","25","176","37","3","13","4","317","","","","","","","","","","","","5.72","3.17","1.80","7.74","0.45",".229","1.21",".263","76.1%","3.23","","","","","","","","","","","21.1","495.5","21.1","2.4","","","","2.02","-33.91","35.93","39.46","4.46","1.03","1.11","1.28","1.30","174","3.67","-1.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","61","77","96","","15.4%","8.6%","","","-0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","2.2","2.4","4.6","24 - 33","6.9%","","","","","","","3.67","25.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","100","100","89","68","91","92","93","106","104","103","","","","","","","","","","","","","","","","","","0"
"Cardinals","27","26","17","2.69","312","0","0","0","51","","501.0","2046","445","165","150","28","170","33","8","11","1","285","","","","","","","","","","","","5.12","3.05","1.68","7.99","0.50",".238","1.23",".268","78.5%","3.42","","","","","","","","","","","18.4","498.9","18.4","2.1","","","","3.79","-33.27","37.06","46.70","5.41","1.02","1.07","1.25","1.17","169","0.52","3.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","62","76","98","","13.9%","8.3%","","","-0.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","1.5","5.6","7.1","24 - 34","5.6%","","","","","","","3.82","23.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","96","93","92","76","95","93","95","110","94","100","","","","","","","","","","","","","","","","","","0"
"Tigers","29","27","9","2.74","268","0","0","0","51","","499.1","2026","398","171","152","41","168","21","9","11","1","337","","","","","","","","","","","","6.07","3.03","2.01","7.17","0.74",".215","1.13",".243","78.1%","3.55","","","","","","","","","","","44.2","497.7","44.2","4.6","","","","11.55","-23.87","35.42","71.04","7.25","0.95","1.01","1.08","1.06","125","7.24","4.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","29","70","87","","16.6%","8.3%","","","-0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","4.3","0.5","4.7","23 - 35","8.3%","","","","","","","3.50","27.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","95","124","79","84","83","83","86","109","125","100","","","","","","","","","","","","","","","","","","0"
"Expos","27","18","24","2.79","272","0","0","0","48","","384.1","1609","329","135","119","23","154","27","10","12","5","318","","","","","","","","","","","","7.45","3.61","2.06","7.70","0.54",".228","1.26",".277","77.7%","3.17","","","","","","","","","","","29.1","382.0","29.1","3.3","","","","-0.27","-30.22","29.95","27.02","3.28","1.08","1.19","1.35","1.34","130","-0.19","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","56","79","89","","19.8%","9.6%","","","-0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","0.3","1.9","2.2","23 - 34","10.2%","","","","","","","3.27","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","114","116","89","82","91","95","98","109","133","115","","","","","","","","","","","","","","","","","","0"
"Pirates","26","17","29","3.06","246","0","0","0","34","","376.2","1571","332","139","128","18","160","30","3","19","4","271","","","","","","","","","","","","6.48","3.82","1.69","7.93","0.43",".236","1.31",".281","75.8%","3.25","","","","","","","","","","","31.7","374.1","31.7","3.6","","","","-2.28","-36.71","34.42","12.18","1.21","1.33","1.37","1.56","1.76","112","1.42","-3.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","63","83","91","","17.3%","10.2%","","","-0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","-0.1","2.6","2.6","23 - 37","7.1%","","","","","","","3.65","28.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","120","93","91","65","94","99","99","106","116","122","","","","","","","","","","","","","","","","","","0"
"Braves","28","21","22","3.06","277","0","0","0","49","","429.1","1838","424","177","146","26","156","37","8","16","2","277","","","","","","","","","","","","5.81","3.27","1.78","8.89","0.55",".253","1.35",".290","74.5%","3.41","","","","","","","","","","","34.8","427.0","34.8","3.9","","","","1.64","-31.69","33.33","15.73","1.56","1.04","1.10","1.27","1.14","132","0.26","1.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","53","80","91","","15.1%","8.5%","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","-1.1","2.4","1.2","22 - 36","6.6%","","","","","","","3.71","25.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","103","100","102","83","101","102","103","104","102","102","","","","","","","","","","","","","","","","","","0"
"Padres","28","26","19","3.19","285","0","0","0","44","","479.2","2033","423","201","170","39","186","17","9","21","6","310","","","","","","","","","","","","5.82","3.49","1.67","7.94","0.73",".230","1.27",".258","74.0%","3.75","","","","","","","","","","","5.6","477.1","5.6","0.7","","","","3.83","-36.41","40.24","4.11","0.34","1.12","1.18","1.31","1.29","136","0.15","3.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","54","91","104","","15.3%","9.2%","","","-0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","2.8","-0.3","2.5","24 - 33","6.1%","","","","","","","3.77","26.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","110","94","91","111","92","96","91","103","103","110","","","","","","","","","","","","","","","","","","0"
"Indians","27","25","21","3.23","308","0","0","0","35","","524.0","2199","480","205","188","45","184","29","8","20","5","290","","","","","","","","","","","","4.98","3.16","1.58","8.24","0.77",".239","1.27",".260","76.7%","3.88","","","","","","","","","","","30.7","520.5","30.7","3.2","","","","3.08","-36.91","39.99","52.82","5.59","1.04","1.18","1.49","1.62","166","3.93","-0.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","66","80","96","","13.2%","8.4%","","","-0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","2.4","3.7","6.1","21 - 33","4.8%","","","","","","","3.92","23.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","99","97","90","88","92","93","92","107","99","101","","","","","","","","","","","","","","","","","","0"
"Yankees","29","25","24","3.23","287","0","0","0","43","","464.2","1959","429","186","167","30","171","20","3","8","2","372","","","","","","","","","","","","7.21","3.31","2.18","8.31","0.58",".240","1.29",".289","74.3%","3.13","","","","","","","","","","","70.2","462.1","70.2","7.3","","","","1.23","-40.30","41.53","24.12","2.69","1.25","1.28","1.45","1.69","140","3.75","-2.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","54","83","79","","19.0%","8.7%","","","0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","-1.1","0.6","-0.5","19 - 45","10.3%","","","","","","","3.27","29.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","104","134","91","66","93","95","102","104","143","106","","","","","","","","","","","","","","","","","","0"
"Royals","28","25","10","3.24","214","0","0","0","50","","444.0","1800","408","170","160","40","104","13","5","9","0","236","","","","","","","","","","","","4.78","2.11","2.27","8.27","0.81",".241","1.15",".260","75.3%","3.61","","","","","","","","","","","30.5","442.6","30.5","3.2","","","","6.81","-24.59","31.40","43.68","4.49","0.93","0.94","1.08","0.91","70","4.68","2.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","34","81","91","","13.1%","5.8%","","","-0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","2.1","1.6","3.7","20 - 37","7.3%","","","","","","","3.62","21.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","66","141","91","92","93","84","92","105","98","70","","","","","","","","","","","","","","","","","","0"
