"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Expos","26","17","8","2.54","223","0","0","0","27","","425.1","1763","374","144","120","29","144","24","12","14","4","247","","","","","","","","","","","","5.23","3.05","1.72","7.91","0.61",".233","1.22",".259","78.9%","3.40","","","","","","","","","","","25.3","422.3","25.3","2.8","","","","5.20","-21.67","26.87","41.47","4.50","0.83","0.88","0.99","0.75","97","3.41","2.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","33","67","93","","14.0%","8.2%","","","-0.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","1.8","3.7","5.5","21 - 32","5.8%","","","","","","","3.45","23.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","87","115","91","93","93","90","94","110","105","90","","","","","","","","","","","","","","","","","","0"
"Orioles","26","22","14","2.65","185","0","0","0","25","","366.2","1494","312","120","108","19","123","20","4","12","0","205","","","","","","","","","","","","5.03","3.02","1.67","7.66","0.47",".228","1.19",".256","77.4%","3.17","","","","","","","","","","","35.7","364.1","35.7","3.9","","","","2.93","-25.23","28.16","25.34","2.78","1.07","1.23","1.89","2.26","81","2.27","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","44","76","90","","13.7%","8.2%","","","-0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","2.1","2.8","4.9","23 - 31","5.5%","","","","","","","3.50","23.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","95","107","87","66","90","89","92","107","106","99","","","","","","","","","","","","","","","","","","0"
"Dodgers","27","29","21","2.88","209","0","0","0","23","","393.1","1624","339","146","126","31","128","6","5","15","3","258","","","","","","","","","","","","5.90","2.93","2.02","7.76","0.71",".227","1.19",".256","76.1%","3.31","","","","","","","","","","","36.9","392.4","36.9","4.1","","","","-0.93","-34.16","33.23","20.37","2.36","1.20","1.17","1.37","1.14","80","2.28","-3.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","52","84","92","","15.9%","7.9%","","","-0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","2.0","-0.3","1.6","20 - 36","8.0%","","","","","","","3.19","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","83","138","89","108","91","88","93","106","119","87","","","","","","","","","","","","","","","","","","0"
"Athletics","28","16","12","2.90","216","0","0","0","28","","362.2","1532","333","132","117","21","148","25","9","6","1","225","","","","","","","","","","","","5.58","3.67","1.52","8.26","0.52",".242","1.33",".276","77.7%","3.39","","","","","","","","","","","32.6","360.8","32.6","3.6","","","","-0.39","-28.90","28.51","14.49","1.61","1.12","1.18","1.49","1.65","103","1.02","-1.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","42","85","92","","14.7%","9.7%","","","-0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","0.1","1.6","1.7","23 - 32","5.0%","","","","","","","3.55","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","116","97","94","74","96","100","99","108","114","116","","","","","","","","","","","","","","","","","","0"
"Yankees","28","19","11","2.96","182","0","0","0","24","","349.2","1495","318","139","115","16","160","21","9","23","4","233","","","","","","","","","","","","6.00","4.12","1.46","8.18","0.41",".240","1.37",".280","74.9%","3.29","","","","","","","","","","","29.7","345.7","29.7","3.3","","","","1.31","-24.94","26.25","-1.51","-0.10","1.02","1.07","1.45","1.18","73","0.10","1.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","37","83","92","","15.6%","10.7%","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","-0.2","1.7","1.5","23 - 32","4.9%","","","","","","","3.57","27.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","130","94","93","58","95","103","101","104","121","129","","","","","","","","","","","","","","","","","","0"
"Braves","28","19","19","3.01","215","0","0","0","22","","352.2","1455","292","135","118","27","136","31","8","10","2","213","","","","","","","","","","","","5.44","3.47","1.57","7.45","0.69",".223","1.21",".247","75.6%","3.59","","","","","","","","","","","28.8","349.4","28.8","3.2","","","","0.47","-27.54","28.00","18.75","1.87","1.11","1.20","1.40","1.41","98","2.45","-2.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","48","78","92","","14.6%","9.4%","","","-0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","2.4","1.1","3.5","21 - 35","5.3%","","","","","","","3.52","25.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","99","107","86","105","89","89","89","105","110","103","","","","","","","","","","","","","","","","","","0"
"Brewers","25","22","16","3.04","189","0","0","0","24","","411.1","1711","371","151","139","29","162","28","13","18","1","200","","","","","","","","","","","","4.38","3.54","1.23","8.12","0.63",".242","1.30",".262","78.2%","3.80","","","","","","","","","","","3.8","409.0","3.8","0.5","","","","2.56","-31.30","33.86","25.33","2.81","1.13","1.14","1.45","1.30","70","2.41","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","47","84","106","","11.7%","9.5%","","","-0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","1.7","5.8","7.6","19 - 33","2.2%","","","","","","","3.89","22.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","112","78","92","90","95","97","94","108","91","114","","","","","","","","","","","","","","","","","","0"
"Royals","29","16","19","3.10","209","0","0","0","17","","412.2","1746","399","173","142","24","128","34","12","13","1","215","","","","","","","","","","","","4.69","2.79","1.68","8.70","0.52",".248","1.28",".274","72.4%","3.31","","","","","","","","","","","30.1","411.5","30.1","3.3","","","","-2.61","-34.70","32.08","2.07","0.16","1.12","1.24","1.71","1.70","102","-0.22","-2.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","64","83","93","","12.3%","7.3%","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","0.4","1.4","1.8","23 - 38","5.0%","","","","","","","3.56","21.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","88","108","99","74","98","96","99","100","96","88","","","","","","","","","","","","","","","","","","0"
"Cardinals","28","28","8","3.11","293","0","0","0","20","","417.1","1756","353","166","144","15","193","46","8","14","0","262","","","","","","","","","","","","5.65","4.16","1.36","7.61","0.32",".227","1.31",".264","72.8%","3.23","","","","","","","","","","","35.0","415.0","35.0","3.9","","","","6.33","-26.91","33.24","20.66","2.34","1.10","1.24","1.39","1.42","169","5.13","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","49","85","92","","14.9%","11.0%","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","1.2","0.9","2.1","21 - 40","3.9%","","","","","","","3.68","26.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","118","93","88","49","91","96","96","101","112","121","","","","","","","","","","","","","","","","","","0"
"Tigers","27","21","17","3.30","154","0","0","0","15","","420.0","1799","383","174","154","32","191","33","12","15","0","275","","","","","","","","","","","","5.89","4.09","1.44","8.21","0.69",".240","1.37",".272","76.1%","3.71","","","","","","","","","","","25.0","417.2","25.0","2.8","","","","-0.14","-28.09","27.94","11.25","1.29","0.94","0.90","1.18","0.78","46","2.85","-3.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","33","87","99","","15.3%","10.6%","","","-0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","0.5","2.1","2.7","22 - 34","4.7%","","","","","","","3.59","27.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","129","93","93","97","95","103","98","106","119","128","","","","","","","","","","","","","","","","","","0"
