"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Yankees","29","24","24","3.22","368","0","0","0","51","","450.1","1937","412","184","161","41","191","36","13","20","2","390","","","","","","","","","","","","7.79","3.82","2.04","8.23","0.82",".238","1.34",".285","77.3%","3.92","","","","","","","","","","","52.6","447.3","52.6","5.2","","","","2.79","-38.98","41.77","51.83","4.99","1.28","1.23","1.40","1.53","217","4.50","-2.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","61","72","88","","20.1%","9.9%","","","-0.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","1.8","1.9","3.7","24 - 39","10.3%","","","","","","","4.13","32.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","109","111","87","75","89","93","95","109","123","111","","","","","","","","","","","","","","","","","","0"
"Orioles","28","33","24","3.33","400","0","0","0","59","","477.2","2036","408","191","177","49","228","16","9","15","1","438","","","","","","","","","","","","8.25","4.30","1.92","7.69","0.92",".227","1.33",".274","78.8%","4.10","","","","","","","","","","","50.3","474.4","50.3","4.9","","","","10.22","-34.37","44.59","60.40","5.70","1.18","1.23","1.46","1.64","246","3.64","5.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","67","74","90","","21.5%","11.2%","","","-0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","3.0","2.5","5.5","21 - 40","10.3%","","","","","","","4.13","35.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","123","104","81","84","85","92","91","111","131","126","","","","","","","","","","","","","","","","","","0"
"Dodgers","28","25","22","3.40","412","0","0","0","45","","445.0","1874","397","182","168","48","173","28","5","10","3","369","","","","","","","","","","","","7.46","3.50","2.13","8.03","0.97",".234","1.28",".273","77.4%","4.05","","","","","","","","","","","15.8","440.8","15.8","1.6","","","","1.02","-36.37","37.39","34.35","3.82","1.13","1.19","1.25","1.31","256","1.56","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","66","87","98","","19.7%","9.2%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","3.2","-0.4","2.9","20 - 39","10.5%","","","","","","","4.11","31.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","101","104","90","101","91","93","93","108","111","103","","","","","","","","","","","","","","","","","","0"
"Angels","28","31","27","3.55","400","0","0","0","39","","489.1","2119","451","212","193","48","228","29","21","19","1","432","","","","","","","","","","","","7.95","4.19","1.89","8.29","0.88",".241","1.39",".290","77.1%","4.15","","","","","","","","","","","46.8","484.2","46.8","4.5","","","","2.99","-42.42","45.41","57.30","5.06","1.20","1.27","1.48","1.65","247","3.31","-0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","72","78","90","","20.4%","10.8%","","","-0.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","1.5","1.8","3.3","22 - 36","9.6%","","","","","","","4.21","33.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","120","103","87","79","90","96","97","109","124","121","","","","","","","","","","","","","","","","","","0"
"Braves","26","26","24","3.56","374","0","0","0","37","","369.0","1593","329","166","146","33","180","22","8","17","2","353","","","","","","","","","","","","8.61","4.39","1.96","8.02","0.80",".234","1.38",".290","74.6%","3.89","","","","","","","","","","","30.5","366.9","30.5","3.1","","","","0.10","-35.35","35.44","11.11","1.10","1.32","1.27","1.28","1.35","233","1.63","-1.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","62","86","93","","22.2%","11.3%","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","0.9","-0.2","0.7","22 - 37","10.9%","","","","","","","4.06","35.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","127","99","89","83","91","100","99","104","125","126","","","","","","","","","","","","","","","","","","0"
"Brewers","29","21","21","3.75","367","0","0","0","44","","477.1","2054","473","219","199","53","196","19","22","24","2","399","","","","","","","","","","","","7.52","3.70","2.04","8.92","1.00",".258","1.40",".303","76.5%","4.25","","","","","","","","","","","39.5","473.6","39.5","3.9","","","","6.01","-36.65","42.65","16.73","1.69","1.15","1.18","1.31","1.37","212","1.77","3.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","61","80","93","","19.4%","9.5%","","","-0.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","-0.2","3.9","3.7","25 - 40","9.9%","","","","","","","4.18","31.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","106","111","94","91","96","97","101","108","119","107","","","","","","","","","","","","","","","","","","0"
"Blue Jays","27","19","24","3.77","336","0","0","0","34","","388.2","1693","430","176","163","43","141","20","6","16","2","313","","","","","","","","","","","","7.25","3.27","2.22","9.96","1.00",".278","1.47",".325","77.6%","4.07","","","","","","","","","","","37.6","386.8","37.6","3.7","","","","0.77","-34.65","35.42","10.32","1.02","1.21","1.26","1.40","1.52","193","-1.07","1.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","54","82","90","","18.5%","8.3%","","","-0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","-2.2","4.6","2.4","21 - 35","10.2%","","","","","","","4.15","29.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","93","119","105","91","104","102","108","110","113","93","","","","","","","","","","","","","","","","","","0"
"Cardinals","31","23","31","3.80","399","0","0","0","39","","454.2","1983","476","228","192","44","165","18","21","15","2","328","","","","","","","","","","","","6.49","3.27","1.99","9.42","0.87",".265","1.41",".303","72.3%","4.15","","","","","","","","","","","19.4","451.4","19.4","2.0","","","","-1.82","-40.22","38.41","-0.60","0.00","1.19","1.14","1.26","1.37","242","-0.97","-0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","77","91","97","","16.5%","8.3%","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","-0.1","0.0","-0.1","24 - 43","8.2%","","","","","","","4.38","27.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","100","105","90","103","102","103","101","93","93","","","","","","","","","","","","","","","","","","0"
"Astros","27","22","28","3.83","354","0","0","0","37","","416.0","1771","376","188","177","35","167","12","18","22","2","416","","","","","","","","","","","","9.00","3.61","2.49","8.13","0.76",".237","1.31",".300","72.9%","3.54","","","","","","","","","","","42.4","413.9","42.4","4.3","","","","-1.99","-38.59","36.60","2.73","0.25","1.23","1.29","1.42","1.46","208","1.48","-3.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","75","96","88","","23.5%","9.4%","","","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","0.1","-1.1","-1.0","22 - 32","14.1%","","","","","","","3.68","34.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","104","125","91","78","93","94","102","102","132","106","","","","","","","","","","","","","","","","","","0"
"Rangers","29","28","19","3.88","382","0","0","0","33","","470.2","2037","466","229","203","39","186","27","13","28","5","339","","","","","","","","","","","","6.48","3.56","1.82","8.91","0.75",".254","1.39",".292","71.4%","4.01","","","","","","","","","","","51.9","466.7","51.9","5.1","","","","-0.11","-34.52","34.41","30.21","2.78","0.98","1.05","1.21","1.26","228","3.95","-4.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","71","81","87","","16.6%","9.1%","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","1.0","0.0","1.0","23 - 36","7.5%","","","","","","","4.46","27.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","102","98","94","68","95","96","97","101","102","102","","","","","","","","","","","","","","","","","","0"
