"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Giants","27","22","23","2.99","312","0","0","0","33","","479.0","2032","447","200","159","30","203","65","7","16","0","312","","","","","","","","","","","","5.86","3.81","1.54","8.40","0.56",".245","1.36",".282","74.3%","3.56","","","","","","","","","","","33.7","476.9","33.7","3.6","","","","1.91","-37.11","39.02","35.38","3.58","1.12","1.16","1.29","1.26","177","2.52","-0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","64","77","94","","15.4%","10.0%","","","-0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","-1.0","3.0","1.9","24 - 29","5.4%","","","","","","","3.95","26.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","114","95","94","67","96","99","100","104","110","115","","","","","","","","","","","","","","","","","","0"
"Phillies","28","33","21","3.03","246","0","0","0","47","","433.1","1780","397","165","146","33","144","28","5","17","0","297","","","","","","","","","","","","6.17","2.99","2.06","8.25","0.69",".243","1.25",".280","76.2%","3.39","","","","","","","","","","","46.9","431.7","46.9","5.0","","","","6.34","-33.41","39.75","51.27","5.21","1.21","1.23","1.36","1.42","115","4.28","0.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","45","77","85","","16.7%","8.1%","","","-0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","-0.6","3.1","2.6","22 - 38","8.6%","","","","","","","3.56","26.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","90","128","92","82","95","91","99","107","119","93","","","","","","","","","","","","","","","","","","0"
"Astros","24","22","22","3.09","234","0","0","0","28","","392.2","1644","330","162","135","25","157","22","7","15","6","250","","","","","","","","","","","","5.73","3.60","1.59","7.56","0.57",".223","1.24",".253","72.3%","3.55","","","","","","","","","","","19.7","390.1","19.7","2.1","","","","-0.25","-30.55","30.30","15.50","1.83","1.10","1.08","1.21","1.20","109","2.08","-2.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","52","86","95","","15.2%","9.6%","","","-0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.2","-1.6","0.6","21 - 32","5.7%","","","","","","","3.91","26.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","108","98","84","68","87","91","89","101","109","110","","","","","","","","","","","","","","","","","","0"
"Pirates","26","34","16","3.10","278","0","0","0","39","","468.0","1940","376","181","161","40","190","28","5","12","2","341","","","","","","","","","","","","6.56","3.65","1.79","7.23","0.77",".215","1.21",".246","75.7%","3.64","","","","","","","","","","","43.1","465.2","43.1","4.6","","","","8.09","-34.04","42.14","44.28","4.49","1.19","1.27","1.42","1.48","141","3.57","3.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","49","78","92","","17.6%","9.8%","","","-0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","3.1","1.6","4.6","22 - 34","7.8%","","","","","","","3.66","29.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","110","109","81","92","84","88","87","106","126","113","","","","","","","","","","","","","","","","","","0"
"Athletics","27","20","19","3.13","249","0","0","0","26","","465.2","1986","434","191","162","44","211","35","7","23","2","264","","","","","","","","","","","","5.10","4.08","1.25","8.39","0.85",".245","1.39",".267","78.1%","4.24","","","","","","","","","","","2.0","463.1","2.0","0.3","","","","-0.96","-32.54","31.58","22.70","2.50","0.95","1.04","1.36","1.42","120","-1.37","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","57","80","104","","13.3%","10.6%","","","-1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","1.9","3.6","5.5","21 - 37","2.7%","","","","","","","4.27","26.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","126","80","92","95","94","101","95","110","103","127","","","","","","","","","","","","","","","","","","0"
"Expos","25","22","17","3.18","307","0","0","0","33","","487.1","2056","434","189","172","36","200","30","7","17","1","265","","","","","","","","","","","","4.89","3.69","1.33","8.02","0.66",".235","1.30",".257","76.5%","3.89","","","","","","","","","","","9.8","482.9","9.8","1.1","","","","4.66","-35.44","40.10","20.34","2.31","1.15","1.20","1.33","1.39","176","3.28","0.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","55","82","102","","12.9%","9.7%","","","-0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","2.2","3.8","6.0","22 - 34","3.2%","","","","","","","4.21","24.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","111","82","89","79","92","95","91","107","92","112","","","","","","","","","","","","","","","","","","0"
"Yankees","27","23","11","3.21","154","0","0","0","34","","333.1","1409","349","142","119","27","100","21","4","14","0","167","","","","","","","","","","","","4.51","2.70","1.67","9.42","0.73",".267","1.35",".290","74.9%","3.73","","","","","","","","","","","25.9","331.7","25.9","2.7","","","","2.24","-25.35","27.59","10.64","1.20","1.10","1.15","1.49","1.36","44","0.72","1.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","37","81","92","","11.9%","7.1%","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","-0.7","3.0","2.4","21 - 32","4.8%","","","","","","","4.02","20.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","83","108","103","81","103","98","103","106","91","85","","","","","","","","","","","","","","","","","","0"
"Mets","26","15","21","3.36","248","0","0","0","28","","385.1","1634","349","158","144","23","145","43","14","12","4","240","","","","","","","","","","","","5.61","3.39","1.66","8.15","0.54",".237","1.28",".269","73.6%","3.51","","","","","","","","","","","27.5","383.7","27.5","2.9","","","","-1.06","-27.54","26.48","16.60","1.86","0.95","1.01","1.10","1.15","113","1.88","-2.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","53","90","91","","14.7%","8.9%","","","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","0.5","-0.2","0.3","20 - 36","5.8%","","","","","","","3.89","25.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","102","100","91","64","92","94","95","103","105","102","","","","","","","","","","","","","","","","","","0"
"Royals","28","29","17","3.38","219","0","0","0","42","","388.1","1600","336","161","146","34","143","19","5","13","2","241","","","","","","","","","","","","5.59","3.31","1.69","7.79","0.79",".231","1.23",".257","74.0%","3.78","","","","","","","","","","","26.4","386.0","26.4","2.8","","","","3.80","-31.16","34.97","38.55","4.12","1.18","1.32","1.66","1.79","98","2.23","1.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","56","82","95","","15.1%","8.9%","","","-0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","2.4","1.2","3.6","23 - 34","6.1%","","","","","","","3.86","26.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","102","109","85","88","89","90","91","104","116","107","","","","","","","","","","","","","","","","","","0"
"Dodgers","27","20","24","3.40","238","0","0","0","39","","347.0","1469","301","140","131","34","145","18","12","11","1","246","","","","","","","","","","","","6.38","3.76","1.70","7.81","0.88",".229","1.29",".259","77.5%","3.95","","","","","","","","","","","10.3","344.9","10.3","1.1","","","","0.04","-36.00","36.05","24.58","2.65","1.43","1.40","1.49","1.71","110","1.89","-1.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","50","89","100","","16.8%","9.9%","","","-0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","1.3","1.5","2.8","22 - 36","6.9%","","","","","","","3.77","28.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","113","105","87","105","89","94","91","108","120","114","","","","","","","","","","","","","","","","","","0"
