"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Braves","28","25","16","3.15","353","0","0","0","46","","372.0","1548","300","146","130","19","153","25","5","19","4","317","","","","","","","","","","","","7.67","3.70","2.07","7.26","0.46",".216","1.22",".267","72.3%","3.22","","","","","","","","","","","50.5","369.9","50.5","5.2","","","","1.88","-27.66","29.54","26.31","2.65","1.09","1.11","1.18","1.12","209","2.50","-0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","55","76","78","","20.5%","9.9%","","","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","1.9","-1.4","0.5","23 - 37","10.6%","","","","","","","3.69","31.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","117","110","80","53","84","90","92","102","133","121","","","","","","","","","","","","","","","","","","0"
"Blue Jays","28","25","17","3.30","344","0","0","0","50","","442.0","1895","418","173","162","31","188","29","7","20","2","374","","","","","","","","","","","","7.62","3.83","1.99","8.51","0.63",".246","1.37",".299","77.3%","3.53","","","","","","","","","","","62.1","437.8","62.1","6.2","","","","4.44","-31.19","35.63","61.40","5.96","1.07","1.17","1.27","1.29","193","4.77","-0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","48","75","80","","19.7%","9.9%","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","-0.3","2.5","2.2","24 - 34","9.8%","","","","","","","3.78","31.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","107","121","93","68","94","97","103","109","133","109","","","","","","","","","","","","","","","","","","0"
"Dodgers","28","24","22","3.38","346","0","0","0","36","","439.0","1858","416","190","165","31","177","34","10","21","3","343","","","","","","","","","","","","7.03","3.63","1.94","8.53","0.64",".249","1.35",".297","73.8%","3.62","","","","","","","","","","","33.3","436.2","33.3","3.5","","","","5.38","-34.08","39.45","22.78","2.27","1.18","1.23","1.33","1.30","201","1.83","2.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","60","88","91","","18.5%","9.5%","","","-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","-0.9","2.2","1.3","21 - 35","8.9%","","","","","","","3.89","29.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","115","103","94","73","97","100","103","105","120","117","","","","","","","","","","","","","","","","","","0"
"Expos","27","30","24","3.43","385","0","0","0","61","","512.1","2193","460","238","195","46","202","16","17","22","3","394","","","","","","","","","","","","6.92","3.55","1.95","8.08","0.81",".233","1.29",".270","71.8%","3.90","","","","","","","","","","","29.0","508.6","29.0","3.1","","","","5.17","-38.69","43.86","2.94","0.49","1.15","1.17","1.29","1.30","230","0.94","3.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","74","85","98","","18.0%","9.2%","","","-0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","2.3","-0.5","1.8","23 - 38","8.8%","","","","","","","3.91","29.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","113","102","89","93","90","95","94","102","117","113","","","","","","","","","","","","","","","","","","0"
"Giants","29","21","16","3.44","414","0","0","0","50","","476.0","1983","413","195","182","57","165","24","16","16","5","399","","","","","","","","","","","","7.54","3.12","2.42","7.81","1.08",".229","1.21",".264","77.6%","4.01","","","","","","","","","","","19.4","472.5","19.4","2.1","","","","5.98","-30.60","36.59","26.08","2.71","1.04","1.12","1.22","1.25","256","4.87","0.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","58","89","100","","20.1%","8.3%","","","-0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","2.8","1.1","3.9","24 - 36","11.8%","","","","","","","3.54","31.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","99","128","86","124","89","89","92","110","131","102","","","","","","","","","","","","","","","","","","0"
"Indians","28","34","32","3.51","410","0","0","0","45","","561.1","2480","589","261","219","63","250","37","7","15","1","407","","","","","","","","","","","","6.53","4.01","1.63","9.44","1.01",".265","1.49",".300","77.2%","4.37","","","","","","","","","","","17.3","556.2","17.3","1.8","","","","-1.61","-49.32","47.71","11.08","1.13","1.13","1.18","1.36","1.43","255","-0.59","-0.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","82","81","102","","16.4%","10.1%","","","-0.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","-0.6","4.7","4.1","20 - 38","6.3%","","","","","","","4.20","29.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","112","99","103","109","101","105","103","109","111","110","","","","","","","","","","","","","","","","","","0"
"Astros","28","13","24","3.51","324","0","0","0","42","","392.0","1657","366","174","153","30","137","27","9","22","4","292","","","","","","","","","","","","6.70","3.15","2.13","8.40","0.69",".242","1.28",".283","71.9%","3.61","","","","","","","","","","","25.2","389.9","25.2","2.6","","","","-1.64","-32.58","30.94","11.22","1.61","1.14","1.16","1.25","1.29","180","1.84","-3.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","62","91","93","","17.6%","8.3%","","","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","0.6","-1.0","-0.4","22 - 36","9.4%","","","","","","","3.84","27.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","100","111","93","79","94","95","98","102","115","101","","","","","","","","","","","","","","","","","","0"
"Cubs","28","26","16","3.61","422","0","0","0","56","","468.1","1990","463","210","188","47","166","28","19","17","6","339","","","","","","","","","","","","6.51","3.19","2.04","8.90","0.90",".257","1.34",".293","75.2%","4.03","","","","","","","","","","","22.1","465.3","22.1","2.3","","","","3.21","-34.82","38.03","17.02","1.78","1.05","1.14","1.26","1.28","267","1.53","1.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","63","89","98","","17.0%","8.3%","","","-0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","-0.5","2.8","2.2","24 - 32","8.7%","","","","","","","3.92","27.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","101","109","98","104","100","99","102","107","111","102","","","","","","","","","","","","","","","","","","0"
"Padres","27","19","29","3.65","397","0","0","0","32","","498.2","2180","497","238","202","37","217","40","12","21","6","398","","","","","","","","","","","","7.18","3.92","1.83","8.97","0.67",".255","1.43",".303","72.4%","3.73","","","","","","","","","","","37.6","495.4","37.6","3.9","","","","-1.38","-38.96","37.58","-1.48","0.25","1.03","1.05","1.14","1.13","243","-0.35","-1.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","70","91","90","","18.3%","10.0%","","","-0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","-1.9","0.7","-1.2","22 - 34","8.3%","","","","","","","3.96","29.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","124","98","99","77","99","105","105","103","119","122","","","","","","","","","","","","","","","","","","0"
"White Sox","29","18","13","3.72","322","0","0","0","48","","386.2","1672","392","178","160","28","141","13","17","17","5","266","","","","","","","","","","","","6.19","3.28","1.89","9.12","0.65",".259","1.38",".298","72.8%","3.78","","","","","","","","","","","37.7","382.7","37.7","3.8","","","","4.49","-24.96","29.45","8.29","0.80","0.98","1.06","1.12","1.19","177","2.50","2.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","47","88","88","","15.9%","8.4%","","","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","-0.2","0.1","-0.1","23 - 39","7.5%","","","","","","","4.06","26.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","92","116","99","71","99","97","103","103","108","92","","","","","","","","","","","","","","","","","","0"
