"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Giants","27","29","19","2.93","346","0","0","0","35","","476.0","1967","381","178","155","29","216","48","11","26","3","393","","","","","","","","","","","","7.43","4.08","1.82","7.20","0.55",".219","1.25",".267","75.8%","3.34","","","","","","","","","","","38.9","473.2","38.9","4.3","","","","0.37","-35.87","36.24","24.54","2.70","1.10","1.17","1.33","1.41","203","3.67","-3.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","72","82","90","","20.0%","11.0%","","","-0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","1.6","0.1","1.7","22 - 34","9.0%","","","","","","","3.67","32.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","121","102","84","70","88","94","95","105","127","124","","","","","","","","","","","","","","","","","","0"
"Mets","27","30","21","2.98","252","0","0","0","46","","392.2","1680","364","152","130","18","162","21","13","13","6","234","","","","","","","","","","","","5.36","3.71","1.44","8.34","0.41",".242","1.34",".276","75.3%","3.51","","","","","","","","","","","17.9","388.7","17.9","2.0","","","","3.51","-35.79","39.30","25.42","2.84","1.38","1.35","1.46","1.77","118","2.53","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","47","84","96","","13.9%","9.6%","","","-0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","0.5","2.2","2.7","20 - 32","4.3%","","","","","","","4.24","24.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","110","79","97","53","98","101","99","104","88","109","","","","","","","","","","","","","","","","","","0"
"Cardinals","27","17","24","3.06","287","0","0","0","46","","406.0","1710","373","158","138","33","157","34","6","13","1","238","","","","","","","","","","","","5.28","3.48","1.52","8.27","0.73",".241","1.31",".266","77.2%","3.86","","","","","","","","","","","3.9","402.5","3.9","0.5","","","","3.48","-33.24","36.73","15.05","1.68","1.26","1.35","1.59","1.68","143","0.73","2.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","57","83","106","","13.9%","9.2%","","","-0.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","1.6","4.8","6.4","24 - 35","4.7%","","","","","","","4.19","25.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","103","84","96","93","97","98","95","107","88","104","","","","","","","","","","","","","","","","","","0"
"Royals","27","19","22","3.10","230","0","0","0","31","","439.0","1840","394","166","151","33","165","35","17","14","3","271","","","","","","","","","","","","5.56","3.38","1.64","8.08","0.68",".238","1.27",".267","77.4%","3.76","","","","","","","","","","","28.7","436.2","28.7","2.9","","","","3.90","-27.71","31.61","44.04","4.71","1.00","1.04","1.25","1.20","92","3.42","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","40","73","92","","14.7%","9.0%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","2.5","2.8","5.2","22 - 35","5.8%","","","","","","","4.06","25.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","99","95","90","66","92","92","94","109","98","102","","","","","","","","","","","","","","","","","","0"
"Astros","28","30","16","3.38","299","0","0","0","51","","437.1","1851","372","181","164","34","194","27","10","15","3","283","","","","","","","","","","","","5.82","3.99","1.46","7.66","0.70",".226","1.29",".254","74.8%","3.89","","","","","","","","","","","-5.2","434.3","-5.2","-0.5","","","","2.43","-33.56","35.99","13.89","1.31","1.15","1.25","1.41","1.49","155","-0.49","2.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","61","95","110","","15.3%","10.5%","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","3.1","1.3","4.5","22 - 37","4.8%","","","","","","","4.18","27.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","118","82","89","89","91","97","91","104","97","118","","","","","","","","","","","","","","","","","","0"
"Rangers","27","28","20","3.40","328","0","0","0","41","","492.2","2106","458","211","186","43","235","25","18","27","7","343","","","","","","","","","","","","6.27","4.29","1.46","8.37","0.79",".247","1.41",".283","76.8%","4.05","","","","","","","","","","","21.8","490.8","21.8","2.2","","","","0.73","-39.71","40.44","33.23","3.33","1.06","1.14","1.27","1.13","181","0.65","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","57","80","97","","16.3%","11.2%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","0.7","4.1","4.8","21 - 33","5.1%","","","","","","","4.14","29.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","126","86","93","77","96","102","100","108","108","126","","","","","","","","","","","","","","","","","","0"
"Pirates","26","21","30","3.41","356","0","0","0","30","","474.2","2025","409","209","180","43","223","34","12","29","3","335","","","","","","","","","","","","6.35","4.23","1.50","7.75","0.82",".228","1.33",".259","74.5%","4.02","","","","","","","","","","","-0.8","471.4","-0.8","-0.1","","","","-3.41","-39.58","36.17","4.55","0.54","1.11","1.09","1.19","1.24","211","1.15","-4.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","71","92","106","","16.5%","11.0%","","","-0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","0.0","2.5","21 - 37","5.5%","","","","","","","4.09","29.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","125","84","90","104","92","100","93","103","105","124","","","","","","","","","","","","","","","","","","0"
"White Sox","27","21","24","3.46","297","0","0","0","38","","479.0","2016","445","197","184","41","172","22","14","19","1","306","","","","","","","","","","","","5.75","3.23","1.78","8.36","0.77",".243","1.29",".272","75.7%","3.77","","","","","","","","","","","38.4","476.2","38.4","3.9","","","","-0.89","-38.68","37.79","34.95","3.55","1.08","1.15","1.39","1.49","154","2.29","-3.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","62","80","90","","15.2%","8.5%","","","-0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","1.9","2.2","4.1","22 - 31","6.7%","","","","","","","3.96","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","95","104","93","76","95","93","96","106","101","97","","","","","","","","","","","","","","","","","","0"
"Brewers","27","23","19","3.48","237","0","0","0","32","","449.2","1927","428","202","174","44","183","10","7","30","3","340","","","","","","","","","","","","6.81","3.66","1.86","8.57","0.88",".246","1.36",".284","74.8%","3.80","","","","","","","","","","","40.2","446.4","40.2","4.2","","","","4.95","-26.76","31.72","16.08","1.54","0.90","0.99","1.25","1.07","105","0.96","4.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","38","83","92","","17.6%","9.5%","","","-0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","0.6","0.6","1.2","21 - 34","8.2%","","","","","","","3.78","29.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","107","109","95","86","96","98","100","105","117","108","","","","","","","","","","","","","","","","","","0"
"Expos","28","28","32","3.51","326","0","0","0","50","","486.2","2071","448","213","190","39","195","36","10","17","4","353","","","","","","","","","","","","6.53","3.61","1.81","8.28","0.72",".240","1.32",".277","73.5%","3.63","","","","","","","","","","","20.4","482.7","20.4","2.3","","","","0.59","-46.29","46.88","3.22","0.28","1.34","1.29","1.43","1.61","180","0.40","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","72","96","97","","17.0%","9.4%","","","-0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","0.4","0.3","0.7","22 - 37","7.6%","","","","","","","3.84","28.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","107","102","97","92","97","99","99","102","108","106","","","","","","","","","","","","","","","","","","0"
