"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Padres","27","24","27","2.78","277","0","0","0","41","","446.1","1845","383","163","138","33","147","25","8","3","2","273","","","","","","","","","","","","5.50","2.96","1.86","7.72","0.67",".227","1.19",".253","76.3%","3.50","","","","","","","","","","","15.4","445.4","15.4","1.7","","","","-0.18","-39.72","39.54","21.12","2.52","1.28","1.43","1.69","1.87","135","2.60","-2.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","69","81","99","","14.8%","8.0%","","","-0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","2.8","1.6","4.4","22 - 36","6.8%","","","","","","","3.63","24.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","97","108","88","100","90","90","90","107","106","99","","","","","","","","","","","","","","","","","","0"
"Giants","26","37","18","2.80","323","0","0","0","45","","557.0","2308","511","204","173","35","175","52","9","15","4","334","","","","","","","","","","","","5.40","2.83","1.91","8.26","0.57",".241","1.23",".271","76.0%","3.33","","","","","","","","","","","26.3","554.9","26.3","3.0","","","","5.70","-38.30","44.00","32.81","3.31","1.09","1.18","1.43","1.42","179","4.19","1.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","63","79","95","","14.5%","7.6%","","","-0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","0.7","4.4","5.1","20 - 34","6.9%","","","","","","","3.63","23.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","92","110","94","85","96","94","97","106","104","94","","","","","","","","","","","","","","","","","","0"
"Pirates","29","31","19","2.97","280","0","0","0","39","","493.2","2089","432","193","163","32","199","46","13","27","5","338","","","","","","","","","","","","6.16","3.63","1.70","7.88","0.58",".230","1.28",".265","75.3%","3.48","","","","","","","","","","","19.3","491.1","19.3","2.2","","","","5.53","-37.77","43.31","41.86","4.36","1.19","1.25","1.50","1.59","137","4.47","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","61","81","97","","16.2%","9.5%","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","1.3","3.0","4.4","21 - 39","6.7%","","","","","","","3.65","27.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","119","98","90","88","91","97","95","105","116","118","","","","","","","","","","","","","","","","","","0"
"Dodgers","28","27","24","2.98","295","0","0","0","28","","455.1","1920","416","177","151","18","164","55","9","10","5","287","","","","","","","","","","","","5.67","3.24","1.75","8.22","0.36",".238","1.27",".276","73.1%","3.11","","","","","","","","","","","43.7","452.3","43.7","4.9","","","","5.32","-35.24","40.56","17.17","1.81","1.24","1.36","1.55","1.57","170","3.97","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","64","85","88","","15.0%","8.5%","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","0.0","1.2","1.1","22 - 39","6.4%","","","","","","","3.68","24.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","106","101","94","53","95","97","98","102","108","106","","","","","","","","","","","","","","","","","","0"
"Mets","27","19","31","3.07","278","0","0","0","37","","480.1","2024","461","189","164","33","170","30","8","15","4","301","","","","","","","","","","","","5.64","3.19","1.77","8.64","0.62",".250","1.31",".283","75.9%","3.47","","","","","","","","","","","17.8","475.2","17.8","2.0","","","","-1.98","-34.70","32.71","15.46","1.71","0.98","1.10","1.32","1.35","131","2.53","-4.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","60","86","97","","14.9%","8.4%","","","-0.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","-0.9","4.2","3.3","23 - 32","6.5%","","","","","","","3.68","24.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","104","102","99","93","99","100","101","106","107","104","","","","","","","","","","","","","","","","","","0"
"Cardinals","28","28","21","3.10","318","0","0","0","47","","441.1","1875","393","174","152","26","189","62","8","19","3","258","","","","","","","","","","","","5.26","3.85","1.37","8.01","0.53",".234","1.32",".263","75.1%","3.65","","","","","","","","","","","4.3","439.0","4.3","0.5","","","","1.77","-37.42","39.18","20.34","2.18","1.25","1.33","1.56","1.55","181","2.08","-0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","72","85","104","","13.8%","10.1%","","","-0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","1.4","2.9","4.3","22 - 43","3.7%","","","","","","","4.01","25.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","126","79","91","80","93","100","94","105","99","125","","","","","","","","","","","","","","","","","","0"
"Reds","26","15","22","3.14","293","0","0","0","31","","456.1","1942","400","177","159","27","207","57","11","15","5","286","","","","","","","","","","","","5.64","4.08","1.38","7.89","0.53",".232","1.33",".264","76.0%","3.67","","","","","","","","","","","13.1","453.3","13.1","1.5","","","","-1.82","-34.78","32.97","12.35","1.48","1.08","1.13","1.37","1.50","153","0.84","-2.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","61","84","100","","14.7%","10.7%","","","-0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","1.3","3.2","4.5","23 - 33","4.1%","","","","","","","3.96","26.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","133","79","90","80","92","101","94","106","106","132","","","","","","","","","","","","","","","","","","0"
"Yankees","29","23","20","3.20","251","0","0","0","39","","447.1","1863","405","180","159","26","149","26","9","11","5","337","","","","","","","","","","","","6.78","3.00","2.26","8.15","0.52",".238","1.24",".282","72.7%","3.03","","","","","","","","","","","77.3","445.0","77.3","8.1","","","","6.05","-30.53","36.58","24.55","2.59","1.11","1.15","1.35","1.43","113","3.98","1.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","44","81","75","","18.1%","8.0%","","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","-0.6","-0.5","-1.1","22 - 39","10.1%","","","","","","","3.24","27.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","92","152","90","57","92","90","101","102","144","95","","","","","","","","","","","","","","","","","","0"
"Red Sox","27","38","19","3.21","214","0","0","0","33","","537.2","2257","531","206","192","44","170","23","14","8","4","328","","","","","","","","","","","","5.49","2.85","1.93","8.89","0.74",".256","1.30",".286","77.9%","3.59","","","","","","","","","","","50.9","535.8","50.9","5.3","","","","10.62","-39.86","50.48","77.85","7.47","1.21","1.16","1.41","1.51","75","5.01","3.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","41","75","87","","14.5%","7.5%","","","-0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3","-1.2","7.2","6.0","22 - 38","7.0%","","","","","","","3.61","24.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","88","128","98","80","99","95","103","109","116","89","","","","","","","","","","","","","","","","","","0"
"Cubs","29","23","22","3.25","354","0","0","0","43","","512.2","2164","487","205","185","30","190","52","9","17","3","339","","","","","","","","","","","","5.95","3.34","1.78","8.55","0.53",".248","1.32",".286","74.7%","3.32","","","","","","","","","","","43.5","510.8","43.5","4.9","","","","4.12","-36.20","40.33","35.21","3.81","1.08","1.15","1.28","1.37","201","3.86","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","71","86","89","","15.7%","8.8%","","","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","-1.4","3.2","1.8","24 - 35","6.9%","","","","","","","3.63","25.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","109","103","98","79","98","101","102","104","113","109","","","","","","","","","","","","","","","","","","0"
