"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Reds","27","33","23","3.36","381","0","0","0","55","","530.1","2208","433","216","198","65","233","22","17","31","2","463","","","","","","","","","","","","7.86","3.95","1.99","7.35","1.10",".221","1.26",".257","78.9%","4.40","","","","","","","","","","","40.8","527.3","40.8","4.0","","","","5.03","-37.41","42.44","71.06","6.75","1.04","1.12","1.22","1.27","225","5.15","-0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","66","73","93","","21.0%","10.6%","","","-1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","4.4","2.5","6.9","22 - 32","10.4%","","","","","","","4.30","34.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","106","111","79","97","84","87","87","111","123","111","","","","","","","","","","","","","","","","","","0"
"Braves","27","33","14","3.58","394","0","0","0","45","","419.1","1799","356","184","167","46","207","22","7","18","0","418","","","","","","","","","","","","8.97","4.44","2.02","7.64","0.99",".225","1.34",".277","76.3%","4.10","","","","","","","","","","","51.0","414.2","51.0","4.9","","","","8.58","-28.37","36.95","39.38","4.02","1.09","1.25","1.31","1.37","241","3.24","4.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","49","79","90","","23.2%","11.5%","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","1.7","1.5","3.2","22 - 36","11.7%","","","","","","","4.14","37.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","119","112","83","87","86","93","94","108","137","121","","","","","","","","","","","","","","","","","","0"
"Mets","30","31","19","3.67","439","0","0","0","49","","492.2","2111","421","209","201","56","238","35","12","23","2","514","","","","","","","","","","","","9.39","4.35","2.16","7.69","1.02",".226","1.34",".283","78.0%","4.05","","","","","","","","","","","48.8","488.0","48.8","4.7","","","","6.16","-34.24","40.40","52.27","4.94","1.04","1.11","1.22","1.29","281","3.29","2.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","61","83","90","","24.4%","11.3%","","","-0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","1.4","2.3","3.7","24 - 38","13.1%","","","","","","","3.98","38.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","116","120","83","90","86","93","96","110","143","119","","","","","","","","","","","","","","","","","","0"
"Yankees","29","27","14","3.77","359","0","0","0","50","","437.0","1873","411","203","183","42","161","20","17","20","2","335","","","","","","","","","","","","6.90","3.32","2.08","8.46","0.86",".242","1.31",".280","72.8%","4.07","","","","","","","","","","","57.2","434.9","57.2","5.4","","","","5.70","-28.21","33.91","38.23","3.65","0.96","1.04","1.15","1.19","203","2.32","3.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","51","79","85","","17.9%","8.6%","","","-0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","1.8","-0.6","1.2","23 - 41","9.3%","","","","","","","4.43","28.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","89","123","88","74","89","88","93","104","114","92","","","","","","","","","","","","","","","","","","0"
"Diamondbacks","29","31","22","3.77","382","0","0","0","42","","410.2","1759","378","189","172","46","182","29","17","13","4","331","","","","","","","","","","","","7.25","3.99","1.82","8.28","1.01",".242","1.36",".281","75.7%","4.43","","","","","","","","","","","28.0","406.7","28.0","2.7","","","","-0.37","-39.25","38.88","22.89","2.42","1.25","1.25","1.35","1.46","236","1.89","-2.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","63","81","95","","18.8%","10.4%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","1.4","2.2","3.6","20 - 37","8.5%","","","","","","","4.53","31.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","107","99","90","89","92","94","95","107","111","109","","","","","","","","","","","","","","","","","","0"
"Astros","28","25","14","3.84","339","0","0","0","48","","403.0","1755","369","182","172","36","191","12","20","23","0","419","","","","","","","","","","","","9.36","4.27","2.19","8.24","0.80",".239","1.39",".306","75.2%","3.79","","","","","","","","","","","51.6","400.2","51.6","5.0","","","","6.62","-27.35","33.97","29.46","2.85","1.07","1.16","1.28","1.35","189","2.13","4.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","51","89","87","","23.9%","10.9%","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","-0.9","1.6","0.7","22 - 35","13.0%","","","","","","","3.99","36.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","114","122","89","71","91","96","104","106","140","115","","","","","","","","","","","","","","","","","","0"
"Red Sox","29","30","20","3.93","412","0","0","0","50","","542.1","2316","495","265","237","59","215","21","23","15","0","413","","","","","","","","","","","","6.85","3.57","1.92","8.21","0.98",".238","1.31",".271","72.0%","4.34","","","","","","","","","","","40.9","537.9","40.9","3.9","","","","5.64","-38.54","44.18","44.28","3.94","1.04","1.07","1.19","1.26","256","4.17","1.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","66","80","93","","17.8%","9.3%","","","-0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","3.2","0.2","3.5","23 - 37","8.6%","","","","","","","4.52","29.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","96","115","85","83","88","88","90","103","113","99","","","","","","","","","","","","","","","","","","0"
"Pirates","28","21","20","4.00","425","0","0","0","34","","467.2","2067","432","234","208","48","260","33","27","29","2","429","","","","","","","","","","","","8.26","5.00","1.65","8.31","0.92",".243","1.48",".295","74.4%","4.47","","","","","","","","","","","21.2","465.1","21.2","2.0","","","","3.60","-34.35","37.95","11.99","1.04","1.06","1.14","1.20","1.28","271","2.04","1.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","70","87","97","","20.8%","12.6%","","","-0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","0.1","2.4","2.5","23 - 31","8.2%","","","","","","","4.56","35.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","134","92","90","82","93","103","100","105","122","133","","","","","","","","","","","","","","","","","","0"
"Angels","29","28","24","4.03","400","0","0","0","37","","496.1","2115","476","249","222","55","200","13","15","22","2","303","","","","","","","","","","","","5.49","3.63","1.52","8.63","1.00",".251","1.36",".273","72.0%","4.65","","","","","","","","","","","33.6","494.0","33.6","3.1","","","","2.27","-33.35","35.63","27.27","2.32","0.94","1.06","1.24","1.25","242","2.75","-0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","65","81","95","","14.3%","9.5%","","","-0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","2.8","0.0","2.9","24 - 34","4.9%","","","","","","","4.96","26.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","98","90","89","85","92","92","91","103","91","101","","","","","","","","","","","","","","","","","","0"
"Giants","29","22","22","4.21","450","0","0","0","42","","487.0","2143","482","248","228","59","208","27","25","20","2","414","","","","","","","","","","","","7.65","3.84","1.99","8.91","1.09",".252","1.42",".294","73.9%","4.44","","","","","","","","","","","26.1","483.5","26.1","2.5","","","","3.23","-38.52","41.75","6.94","0.79","1.10","1.17","1.26","1.28","295","-0.73","3.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","70","96","97","","19.3%","9.7%","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","0.1","0.3","0.4","24 - 37","9.6%","","","","","","","4.39","31.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","103","111","96","96","96","98","100","104","114","102","","","","","","","","","","","","","","","","","","0"
