"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Mike Thompson","Cardinals","23","0","0","0.00","2","2","0","0","0","","4.0","18","1","0","0","0","5","0","0","0","0","3","","","","","","","","","","","","6.75","11.25","0.60","2.25","0.00",".077","1.50",".100","100.0%","4.82","","","","","","","","","","","","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","131","","16.7%","27.8%","","","-4.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.1","0.1","0.3","23 - 23","-11.1%","","","","","","","5.66","44.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","339","37","26","0","31","113","36","138","118","320","","","","","","","","","","","","","","","","","","0","1013020"
"Steve Rogers","Expos","23","10","5","1.54","17","17","7","3","0","","134.0","527","93","28","23","5","49","3","1","3","1","64","","","","","","","","","","","","4.30","3.29","1.31","6.25","0.34",".195","1.06",".216","84.6%","3.21","","","","","","","","","","","","","23.1","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","84","","12.1%","9.3%","","","-1.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","2.1","1.3","3.5","23 - 23","2.9%","","","","","","","3.99","22.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","99","80","72","42","78","80","78","117","86","107","","","","","","","","","","","","","","","","","","0","1011138"
"Tom Seaver","Mets","28","19","10","2.08","36","36","18","3","0","","290.0","1147","219","74","67","23","64","5","4","5","0","251","","","","","","","","","","","","7.79","1.99","3.92","6.80","0.71",".203","0.98",".243","83.6%","2.57","","","","","","","","","","","","","62.5","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","72","","21.9%","5.6%","","","-0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","2.4","0.8","3.2","28 - 28","16.3%","","","","","","","2.37","29.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","60","241","79","89","82","73","89","115","155","64","","","","","","","","","","","","","","","","","","0","1011708"
"Jim Palmer","Orioles","27","22","9","2.40","38","37","19","6","1","","296.1","1190","225","86","79","16","113","5","3","7","0","158","","","","","","","","","","","","4.80","3.43","1.40","6.83","0.49",".209","1.14",".232","80.0%","3.38","","","","","","","","","","","","","42.4","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","92","","13.3%","9.5%","","","-0.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","3.7","1.3","5.1","27 - 27","3.8%","","","","","","","3.88","24.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","100","94","77","61","82","83","83","111","100","106","","","","","","","","","","","","","","","","","","0","1009973"
"Don Sutton","Dodgers","28","18","10","2.42","33","33","14","3","0","","256.1","1006","196","78","69","18","56","4","5","10","0","200","","","","","","","","","","","","7.02","1.97","3.57","6.88","0.63",".207","0.98",".245","77.2%","2.63","","","","","","","","","","","","","51.9","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","75","","19.9%","5.6%","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","2.0","-0.8","1.3","28 - 28","14.3%","","","","","","","2.61","27.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","59","219","79","79","83","74","89","106","141","64","","","","","","","","","","","","","","","","","","0","1012745"
"Wayne Twitchell","Phillies","25","13","9","2.50","34","28","10","5","0","","223.1","921","172","71","62","16","99","9","10","13","0","169","","","","","","","","","","","","6.81","3.99","1.71","6.93","0.64",".212","1.21",".249","81.2%","3.45","","","","","","","","","","","","","32.0","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","91","","18.4%","10.8%","","","-0.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","1.4","1.6","3.0","25 - 25","7.6%","","","","","","","3.42","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","120","105","80","81","85","91","90","112","130","124","","","","","","","","","","","","","","","","","","0","1013244"
"Bert Blyleven","Twins","22","20","17","2.52","40","40","25","9","0","","325.0","1321","296","109","91","16","67","4","9","7","2","258","","","","","","","","","","","","7.14","1.86","3.85","8.20","0.44",".238","1.12",".288","75.2%","2.32","","","","","","","","","","","","","90.2","10.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","59","","19.5%","5.1%","","","0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","-0.7","-0.3","-1.1","22 - 22","14.5%","","","","","","","2.60","25.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","54","260","92","55","93","82","103","104","148","57","","","","","","","","","","","","","","","","","","0","1001098"
"Andy Messersmith","Dodgers","27","14","10","2.70","33","33","10","3","0","","249.2","1015","196","90","75","24","77","3","6","6","1","177","","","","","","","","","","","","6.38","2.78","2.30","7.07","0.87",".210","1.09",".235","77.0%","3.39","","","","","","","","","","","","","29.8","3.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","97","","17.4%","7.6%","","","-0.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","2.6","-0.6","2.0","27 - 27","9.9%","","","","","","","3.15","27.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","84","141","82","108","84","82","86","106","123","87","","","","","","","","","","","","","","","","","","0","1008799"
"Rick Henninger","Rangers","25","1","0","2.74","6","2","0","0","0","","23.0","102","23","8","7","1","11","0","0","3","0","6","","","","","","","","","","","","2.35","4.30","0.55","9.00","0.39",".253","1.48",".262","79.8%","4.04","","","","","","","","","","","","","1.3","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","107","","5.9%","10.8%","","","-1.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.1","0.3","0.4","25 - 25","-4.9%","","","","","","","4.92","17.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","125","37","101","49","99","108","94","111","44","121","","","","","","","","","","","","","","","","","","0","1005660"
"Bill Lee","Red Sox","26","17","11","2.75","38","33","18","1","1","","284.2","1173","275","100","87","20","76","2","5","3","0","120","","","","","","","","","","","","3.79","2.40","1.58","8.69","0.63",".252","1.23",".268","78.1%","3.49","","","","","","","","","","","","","47.3","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","87","","10.2%","6.5%","","","-0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","0.9","2.0","2.8","26 - 26","3.8%","","","","","","","3.88","18.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","70","107","98","79","99","90","96","108","77","73","","","","","","","","","","","","","","","","","","0","1007448"
