"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Bobby Bolin","Giants","29","10","5","1.99","34","19","6","3","0","","176.2","696","128","44","39","9","46","9","4","9","0","126","","","","","","","","","","","","6.42","2.34","2.74","6.52","0.46",".198","0.98",".233","81.0%","2.47","","","","","","","","","","","","","20.5","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","90","","18.1%","6.6%","","","-0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","1.8","0.3","2.1","29 - 29","11.5%","","","","","","","2.59","26.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","89","123","80","84","83","82","85","109","116","94","","","","","","","","","","","","","","","","","","0","1001146"
"Jerry Nyman","White Sox","25","2","1","2.01","8","7","1","1","0","","40.1","175","38","13","9","1","16","1","0","2","1","27","","","","","","","","","","","","6.02","3.57","1.69","8.48","0.22",".239","1.34",".282","78.0%","2.56","","","","","","","","","","","","","6.5","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","80","","15.4%","9.1%","","","-0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","-0.3","0.3","0.0","25 - 25","6.3%","","","","","","","3.22","25.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","118","85","111","33","106","113","111","104","96","113","","","","","","","","","","","","","","","","","","0","1009670"
"Stan Bahnsen","Yankees","23","17","12","2.05","37","34","10","1","0","","267.1","1070","216","72","61","14","68","6","2","4","1","162","","","","","","","","","","","","5.45","2.29","2.38","7.27","0.47",".216","1.06",".245","80.3%","2.64","","","","","","","","","","","","","36.0","4.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","87","","15.1%","6.4%","","","-0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","0.8","1.3","2.1","23 - 23","8.8%","","","","","","","2.92","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","76","121","95","69","96","90","96","107","94","78","","","","","","","","","","","","","","","","","","0","1000414"
"Bob Veale","Pirates","32","13","14","2.05","36","33","13","4","0","","245.1","997","187","67","56","13","94","5","2","9","1","171","","","","","","","","","","","","6.27","3.45","1.82","6.86","0.48",".208","1.15",".243","81.6%","2.85","","","","","","","","","","","","","20.9","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","102","","17.2%","9.4%","","","-0.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","1.9","1.6","3.5","32 - 32","7.7%","","","","","","","3.05","27.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","132","82","84","87","87","95","89","110","110","134","","","","","","","","","","","","","","","","","","0","1013391"
"Jerry Koosman","Mets","25","19","12","2.08","35","34","17","7","0","","263.2","1058","221","72","61","16","69","7","8","8","0","178","","","","","","","","","","","","6.08","2.36","2.58","7.54","0.55",".225","1.10",".260","82.0%","2.70","","","","","","","","","","","","","27.9","3.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","96","","16.8%","6.5%","","","-0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","0.8","2.3","3.2","25 - 25","10.3%","","","","","","","2.74","24.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","90","116","92","100","95","92","96","111","108","93","","","","","","","","","","","","","","","","","","0","1007103"
"Steve Blass","Pirates","26","18","6","2.12","33","31","12","7","0","","220.1","885","191","64","52","13","57","5","4","7","0","132","","","","","","","","","","","","5.39","2.33","2.32","7.80","0.53",".232","1.13",".262","80.4%","2.78","","","","","","","","","","","","","20.4","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","100","","14.9%","6.4%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","0.6","1.8","2.4","26 - 26","8.5%","","","","","","","2.96","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","89","104","95","97","97","94","96","108","95","91","","","","","","","","","","","","","","","","","","0","1001058"
"Don Drysdale","Dodgers","31","14","12","2.15","31","31","12","8","0","","239.0","954","201","68","57","11","56","10","12","4","0","155","","","","","","","","","","","","5.84","2.11","2.77","7.57","0.41",".227","1.08",".264","79.3%","2.54","","","","","","","","","","","","","23.4","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","98","","16.3%","5.9%","","","-0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","0.6","1.4","2.0","31 - 31","10.4%","","","","","","","2.73","23.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","80","125","92","76","95","90","97","107","104","83","","","","","","","","","","","","","","","","","","0","1003516"
"Tom Murphy","Angels","22","5","6","2.17","15","15","3","0","0","","99.1","391","67","30","24","5","28","0","5","2","0","56","","","","","","","","","","","","5.07","2.54","2.00","6.07","0.45",".187","0.96",".209","75.3%","2.91","","","","","","","","","","","","","11.1","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","96","","14.3%","7.2%","","","-0.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","1.2","-0.5","0.7","22 - 22","7.2%","","","","","","","3.11","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","84","101","79","66","83","81","82","100","89","88","","","","","","","","","","","","","","","","","","0","1009376"
"Tom Seaver","Mets","23","16","12","2.20","36","35","14","5","1","","277.2","1088","224","73","68","15","48","5","8","8","1","205","","","","","","","","","","","","6.64","1.56","4.27","7.26","0.49",".217","0.98",".257","79.9%","2.22","","","","","","","","","","","","","43.3","5.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","80","","18.8%","4.4%","","","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","1.1","0.6","1.8","23 - 23","14.4%","","","","","","","2.24","24.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","59","192","89","89","91","82","94","108","120","63","","","","","","","","","","","","","","","","","","0","1011708"
"Jose Santiago","Red Sox","27","9","4","2.25","18","18","7","2","0","","124.0","497","96","34","31","9","42","0","3","6","1","86","","","","","","","","","","","","6.24","3.05","2.05","6.97","0.65",".212","1.11",".244","83.3%","3.03","","","","","","","","","","","","","17.1","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","89","","17.3%","8.5%","","","-0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","0.3","1.1","1.4","27 - 27","8.9%","","","","","","","2.91","27.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","101","104","91","96","94","94","95","111","108","104","","","","","","","","","","","","","","","","","","0","1011443"
