"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Robin Roberts","Orioles","35","10","9","2.78","27","25","6","0","0","","191.1","774","176","63","59","17","41","7","4","2","0","102","","","","","","","","","","","","4.80","1.93","2.49","8.28","0.80",".241","1.13",".261","80.1%","3.41","","","","","","","","","","","","","33.2","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","87","","13.2%","5.3%","","","-0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","0.5","1.6","2.1","35 - 35","7.9%","","","","","","","3.65","20.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","55","165","95","83","97","83","96","111","96","58","","","","","","","","","","","","","","","","","","0","1011046"
"Bob Shaw","Braves","29","15","9","2.80","38","29","12","3","2","","225.0","931","223","80","70","20","44","10","12","3","1","124","","","","","","","","","","","","4.96","1.76","2.82","8.92","0.80",".255","1.19",".278","79.3%","3.42","","","","","","","","","","","","","31.4","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","93","","13.3%","4.7%","","","-0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","0.3","2.2","2.5","29 - 29","8.6%","","","","","","","3.56","20.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","54","164","99","89","100","87","98","112","92","56","","","","","","","","","","","","","","","","","","0","1011819"
"Bob Purkey","Reds","32","23","5","2.81","37","37","18","2","0","","288.1","1181","260","109","90","28","64","3","14","6","1","141","","","","","","","","","","","","4.40","2.00","2.20","8.12","0.87",".236","1.12",".248","76.6%","3.71","","","","","","","","","","","","","39.4","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","96","","11.9%","5.4%","","","-0.90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","2.6","0.8","3.4","32 - 32","6.5%","","","","","","","3.81","19.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","61","128","90","97","92","83","88","108","82","64","","","","","","","","","","","","","","","","","","0","1010572"
"Don Drysdale","Dodgers","25","25","9","2.83","43","41","19","2","1","","314.1","1289","272","122","99","21","78","12","11","8","0","232","","","","","","","","","","","","6.64","2.23","2.97","7.79","0.60",".227","1.11",".265","72.1%","2.86","","","","","","","","","","","","","59.8","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","81","","18.0%","6.1%","","","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","1.5","-1.5","0.0","25 - 25","12.0%","","","","","","","3.16","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","68","173","87","67","89","82","94","102","124","71","","","","","","","","","","","","","","","","","","0","1003516"
"Bob Gibson","Cardinals","26","15","13","2.85","32","30","15","5","1","","233.2","967","174","84","74","15","95","9","10","11","0","208","","","","","","","","","","","","8.01","3.66","2.19","6.70","0.58",".202","1.15",".249","75.6%","3.02","","","","","","","","","","","","","53.7","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","73","","21.5%","9.8%","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","1.7","-0.5","1.2","26 - 26","11.7%","","","","","","","3.19","32.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143","112","128","75","64","79","85","88","107","148","116","","","","","","","","","","","","","","","","","","0","1004662"
"Whitey Ford","Yankees","33","17","8","2.90","38","37","7","0","0","","257.2","1070","243","90","83","22","69","1","4","5","0","160","","","","","","","","","","","","5.59","2.41","2.32","8.49","0.77",".244","1.21",".271","79.2%","3.34","","","","","","","","","","","","","46.8","4.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","85","","15.0%","6.5%","","","-0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","-0.1","2.0","2.0","33 - 33","8.5%","","","","","","","3.57","23.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","69","154","97","80","98","89","100","110","109","71","","","","","","","","","","","","","","","","","","0","1004227"
"Dean Chance","Angels","21","14","10","2.96","50","24","6","2","8","","206.2","864","195","83","68","14","66","5","5","2","0","127","","","","","","","","","","","","5.53","2.87","1.92","8.49","0.61",".246","1.26",".278","74.3%","3.30","","","","","","","","","","","","","34.3","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","85","","14.7%","7.6%","","","-0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","-0.4","0.6","0.2","21 - 21","7.1%","","","","","","","3.75","24.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","82","128","97","63","99","93","103","103","107","84","","","","","","","","","","","","","","","","","","0","1002130"
"Ernie Broglio","Cardinals","26","12","9","3.00","34","30","11","4","0","","222.1","923","193","80","74","22","93","5","2","5","1","132","","","","","","","","","","","","5.34","3.76","1.42","7.81","0.89",".233","1.29",".254","80.9%","4.00","","","","","","","","","","","","","30.0","3.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","96","","14.3%","10.1%","","","-1.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","1.5","2.2","3.7","26 - 26","4.2%","","","","","","","4.09","26.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","115","83","87","99","91","95","90","114","98","119","","","","","","","","","","","","","","","","","","0","1001463"
"Orlando Pena","Athletics","28","6","4","3.01","13","12","6","1","0","","89.2","367","71","31","30","9","27","2","1","3","1","56","","","","","","","","","","","","5.62","2.71","2.07","7.13","0.90",".209","1.09",".226","78.7%","3.61","","","","","","","","","","","","","17.0","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","84","","15.3%","7.4%","","","-0.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","1.0","0.0","1.0","28 - 28","7.9%","","","","","","","3.65","25.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","77","138","82","94","84","80","84","109","112","81","","","","","","","","","","","","","","","","","","0","1010150"
"Denny Lemaster","Braves","23","3","4","3.01","17","12","4","1","0","","86.2","355","75","36","29","11","32","1","3","5","0","69","","","","","","","","","","","","7.17","3.32","2.16","7.79","1.14",".234","1.23",".267","78.2%","3.89","","","","","","","","","","","","","7.5","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","105","","19.4%","9.0%","","","-0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","0.3","0.5","0.8","23 - 23","10.4%","","","","","","","3.34","31.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","102","126","87","127","92","91","94","110","134","106","","","","","","","","","","","","","","","","","","0","1007512"
