"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Gary Peters","White Sox","30","16","11","2.28","38","36","11","3","0","","260.0","1060","187","81","66","15","91","8","11","7","1","215","","","","","","","","","","","","7.44","3.15","2.36","6.47","0.52",".195","1.07",".236","77.6%","2.81","","","","","","","","","","","","","39.2","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","86","","20.3%","8.6%","","","-0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","1.7","-0.3","1.3","30 - 30","11.7%","","","","","","","2.86","30.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","102","119","82","70","85","88","90","105","124","104","","","","","","","","","","","","","","","","","","0","1010228"
"Jim Bunning","Phillies","35","17","15","2.29","40","40","16","6","0","","302.1","1216","241","94","77","18","73","20","13","4","1","253","","","","","","","","","","","","7.53","2.17","3.47","7.17","0.54",".213","1.04",".260","77.2%","2.49","","","","","","","","","","","","","55.0","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","78","","20.8%","6.0%","","","-0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","1.3","-0.2","1.1","35 - 35","14.8%","","","","","","","2.49","28.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","75","171","85","79","87","82","94","106","134","79","","","","","","","","","","","","","","","","","","0","1001653"
"Bill Monbouquette","Yankees","30","6","5","2.36","33","10","2","1","1","","133.1","526","122","39","35","6","17","7","4","2","0","53","","","","","","","","","","","","3.58","1.15","3.12","8.24","0.41",".242","1.04",".260","77.3%","2.80","","","","","","","","","","","","","16.9","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","86","","10.1%","3.2%","","","-0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","0.1","0.9","1.0","30 - 30","6.8%","","","","","","","3.44","14.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","37","157","105","55","105","86","99","105","61","39","","","","","","","","","","","","","","","","","","0","1009048"
"Sonny Siebert","Indians","30","10","12","2.38","34","26","7","1","4","","185.1","743","136","59","49","17","54","2","6","3","1","136","","","","","","","","","","","","6.60","2.62","2.52","6.60","0.83",".199","1.03",".225","79.6%","3.23","","","","","","","","","","","","","20.2","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","98","","18.3%","7.3%","","","-0.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","1.7","0.1","1.8","30 - 30","11.0%","","","","","","","2.94","27.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","85","126","84","112","86","84","86","108","112","88","","","","","","","","","","","","","","","","","","0","1011951"
"Chris Short","Phillies","29","9","11","2.39","29","26","8","2","1","","199.1","817","163","55","53","9","74","7","4","6","0","142","","","","","","","","","","","","6.41","3.34","1.92","7.36","0.41",".221","1.19",".262","81.4%","2.87","","","","","","","","","","","","","28.0","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","89","","17.4%","9.1%","","","-0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","0.7","2.0","2.7","29 - 29","8.3%","","","","","","","3.26","27.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","116","95","87","60","90","94","95","112","112","119","","","","","","","","","","","","","","","","","","0","1011931"
"Nelson Briles","Cardinals","23","14","5","2.43","49","14","4","2","6","","155.1","642","139","45","42","8","40","8","5","8","2","94","","","","","","","","","","","","5.45","2.32","2.35","8.05","0.46",".233","1.15",".265","80.4%","2.87","","","","","","","","","","","","","18.1","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","89","","14.6%","6.2%","","","-0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","0.5","1.2","1.7","23 - 23","8.4%","","","","","","","3.25","22.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","80","116","95","68","95","91","96","111","95","82","","","","","","","","","","","","","","","","","","0","1001432"
"Tommy John","White Sox","24","10","13","2.47","31","29","9","6","0","","178.1","715","143","62","49","12","47","7","5","5","0","110","","","","","","","","","","","","5.55","2.37","2.34","7.22","0.61",".216","1.07",".242","74.6%","3.05","","","","","","","","","","","","","22.2","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","94","","15.4%","6.6%","","","-0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","0.9","-0.3","0.6","24 - 24","8.8%","","","","","","","3.21","23.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","77","118","92","82","93","88","92","101","94","80","","","","","","","","","","","","","","","","","","0","1006515"
"Ken Holtzman","Cubs","21","9","0","2.53","12","12","3","0","0","","92.2","392","76","31","26","11","44","7","2","4","0","62","","","","","","","","","","","","6.02","4.27","1.41","7.38","1.07",".220","1.29",".238","85.4%","4.23","","","","","","","","","","","","","2.3","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","123","","15.8%","11.2%","","","-1.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","0.8","1.2","2.1","21 - 21","4.6%","","","","","","","3.71","29.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","148","70","87","157","90","103","86","117","102","147","","","","","","","","","","","","","","","","","","0","1005989"
"Jim Merritt","Twins","23","13","7","2.53","37","28","11","4","0","","227.2","911","196","72","64","21","30","6","7","10","0","161","","","","","","","","","","","","6.36","1.19","5.37","7.75","0.83",".224","0.99",".253","79.1%","2.81","","","","","","","","","","","","","38.8","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","80","","17.7%","3.3%","","","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","0.5","0.4","0.9","23 - 23","14.4%","","","","","","","2.54","23.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","39","269","98","113","97","82","96","107","108","40","","","","","","","","","","","","","","","","","","0","1008789"
"Gary Nolan","Reds","19","14","8","2.58","33","32","8","5","0","","226.2","932","193","73","65","18","62","7","5","3","2","206","","","","","","","","","","","","8.18","2.46","3.32","7.66","0.71",".223","1.12",".273","79.6%","2.64","","","","","","","","","","","","","42.8","5.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","77","","22.1%","6.7%","","","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","0.2","0.7","0.9","19 - 19","15.5%","","","","","","","2.41","30.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","85","164","91","105","91","89","99","109","143","87","","","","","","","","","","","","","","","","","","0","1009616"
