"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Neil Allen","Cardinals","26","0","1","0.00","1","1","0","0","0","","1.2","11","4","5","0","0","1","0","0","0","0","0","","","","","","","","","","","","0.00","5.40","0.00","21.60","0.00",".400","3.00",".400","0.0%","4.57","","","","","","","","","0.0","1.2","","","0.0","0.0","","","","-0.28","-0.38","0.10","-3.49","-0.36","0.96","0.89","0.87","0.67","1","-0.25","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","130","","0.0%","9.1%","","","-4.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.1","-0.2","-0.3","26 - 26","-9.1%","","","","","","","5.59","9.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","170","0","248","0","160","227","142","0","0","109","","","","","","","","","","","","","","","","","","0","1000154"
"Greg Harris","Padres","28","1","0","0.00","1","1","0","0","0","","5.0","20","2","1","0","0","3","0","1","0","0","5","","","","","","","","","","","","9.00","5.40","1.67","3.60","0.00",".125","1.00",".182","83.3%","3.17","","","","","","","","","0.8","5.0","","","0.8","0.1","","","","0.21","-0.27","0.48","1.52","0.15","1.09","0.96","0.87","0.49","1","0.13","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","88","","25.0%","15.0%","","","-3.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.1","0.0","0.1","28 - 28","10.0%","","","","","","","3.30","40.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","170","94","41","0","50","76","64","116","169","180","","","","","","","","","","","","","","","","","","0","1005415"
"Frank Williams","Giants","26","1","0","0.00","1","1","1","1","0","","5.0","22","2","0","0","0","4","0","1","0","0","3","","","","","","","","","","","","5.40","7.20","0.75","3.60","0.00",".118","1.20",".143","100.0%","4.57","","","","","","","","","0.0","5.0","","","0.0","0.0","","","","0.13","-0.08","0.21","2.23","0.25","0.45","0.47","0.93","","0","0.18","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","129","","13.6%","18.2%","","","-4.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.2","0.2","0.4","26 - 26","-4.6%","","","","","","","5.04","31.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","227","42","41","0","47","91","51","140","92","218","","","","","","","","","","","","","","","","","","0","1013997"
"Freddie Toliver","Reds","23","0","0","1.29","1","1","0","0","0","","7.0","29","5","1","1","0","4","0","0","0","0","4","","","","","","","","","","","","5.14","5.14","1.00","6.43","0.00",".200","1.29",".238","88.9%","3.34","","","","","","","","","1.0","7.0","","","1.0","0.1","","","","0.30","-0.48","0.78","2.46","0.25","1.51","1.17","0.87","1.85","1","0.13","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","34","92","","13.8%","13.8%","","","-2.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.1","0.2","0.3","23 - 23","0.0%","","","","","","","4.50","27.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","162","56","74","0","80","97","84","124","93","165","","","","","","","","","","","","","","","","","","0","1013102"
"Tom Browning","Reds","24","1","0","1.54","3","3","0","0","0","","23.1","95","27","4","4","0","5","0","0","1","0","14","","","","","","","","","","","","5.40","1.93","2.80","10.41","0.00",".300","1.37",".355","87.5%","2.21","","","","","","","","","6.0","23.1","","","6.0","0.7","","","","0.77","-1.30","2.07","5.70","0.64","1.09","1.00","0.87","1.16","3","0.34","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","41","61","","14.7%","5.3%","","","-0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","-0.5","1.0","0.4","24 - 24","9.5%","","","","","","","3.36","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","61","158","120","0","120","104","126","122","99","63","","","","","","","","","","","","","","","","","","0","1001566"
"Joe Hesketh","Expos","25","2","1","1.60","5","5","1","1","0","","33.2","136","27","9","6","1","10","0","0","1","2","21","","","","","","","","","","","","5.61","2.67","2.10","7.22","0.27",".214","1.10",".250","78.7%","2.80","","","","","","","","","6.5","33.2","","","6.5","0.7","","","","0.31","-2.01","2.32","3.06","0.39","0.94","0.83","0.87","1.43","4","0.18","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","46","79","","15.4%","7.4%","","","-1.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.3","0.1","0.4","25 - 25","8.1%","","","","","","","3.53","23.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","84","118","83","40","86","83","89","110","104","88","","","","","","","","","","","","","","","","","","0","1005747"
"Jay Howell","Yankees","28","1","0","1.80","1","1","0","0","0","","5.0","24","7","1","1","0","3","0","0","0","0","6","","","","","","","","","","","","10.80","5.40","2.00","12.60","0.00",".333","2.00",".467","90.0%","2.17","","","","","","","","","1.6","5.0","","","1.6","0.2","","","","0.11","-0.28","0.39","1.26","0.14","0.95","0.88","0.87","0.58","1","0.06","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","46","55","","25.0%","12.5%","","","-0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","-0.2","0.3","0.1","28 - 28","12.5%","","","","","","","3.00","37.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","170","124","138","0","129","146","165","126","188","151","","","","","","","","","","","","","","","","","","0","1006098"
"Mike Jeffcoat","Indians","24","1","0","1.80","1","1","0","0","0","","5.0","22","7","1","1","0","1","0","0","0","0","1","","","","","","","","","","","","1.80","1.80","1.00","12.60","0.00",".333","1.60",".350","87.5%","2.97","","","","","","","","","1.2","5.0","","","1.2","0.1","","","","0.01","-0.27","0.28","1.61","0.16","0.74","0.42","0.87","0.04","1","-0.04","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","45","73","","4.6%","4.6%","","","-1.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","-0.1","0.2","0.1","24 - 24","0.0%","","","","","","","4.50","9.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","57","62","138","0","129","117","124","123","34","55","","","","","","","","","","","","","","","","","","0","1006378"
"Ricky Wright","Rangers","25","0","0","1.80","1","1","0","0","0","","5.0","22","5","1","1","1","4","0","0","0","0","3","","","","","","","","","","","","5.40","7.20","0.75","9.00","1.80",".278","1.80",".286","100.0%","6.57","","","","","","","","","-0.8","5.0","","","-0.8","-0.1","","","","0.13","-0.41","0.54","1.35","0.14","1.30","1.01","0.87","1.34","1","-0.05","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","45","167","","13.6%","18.2%","","","-4.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.0","0.3","0.3","25 - 25","-4.6%","","","","","","","5.04","36.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","226","46","99","205","107","132","101","140","102","220","","","","","","","","","","","","","","","","","","0","1014292"
"Atlee Hammaker","Giants","26","2","0","2.18","6","6","0","0","0","","33.0","139","32","10","8","2","9","1","0","0","2","24","","","","","","","","","","","","6.55","2.45","2.67","8.73","0.55",".246","1.24",".288","81.2%","2.92","","","","","","","","","5.8","33.0","","","5.8","0.7","","","","0.51","-2.16","2.67","5.51","0.58","1.09","0.95","0.88","0.98","6","0.28","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","63","83","","17.3%","6.5%","","","-0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.0","0.3","0.3","26 - 26","10.8%","","","","","","","3.20","25.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","77","150","100","83","98","94","102","113","116","78","","","","","","","","","","","","","","","","","","0","1005281"
