"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Bryan Eversgerd","Cardinals","25","1","0","0.00","1","1","0","0","0","","5.0","18","4","0","0","0","0","0","1","0","0","4","","","","","","","","","","","","7.20","0.00","4.00","7.20","0.00",".235","0.80",".308","100.0%","2.13","","","","","","","","","1.7","5.0","","","1.7","0.2","","","","0.31","-0.22","0.52","2.78","0.26","1.39","1.06","0.87","1.11","1","0.17","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","50","","22.2%","0.0%","","","-2.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.0","0.2","0.2","25 - 25","22.2%","","","","","","","2.68","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","0","","78","0","90","58","104","141","136","0","","","","","","","","","","","","","","","","","","0","1003874"
"Gil Heredia","Expos","28","2","0","1.45","3","3","0","0","0","","18.2","75","16","6","3","0","3","0","1","2","1","14","","","","","","","","","","","","6.75","1.45","4.67","7.71","0.00",".225","1.02",".281","70.0%","2.27","","","","","","","","","6.2","18.2","","","6.2","0.7","","","","0.21","-1.24","1.45","3.81","0.38","1.00","0.85","0.89","1.37","3","0.45","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","34","53","","18.7%","4.0%","","","-0.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.1","-0.1","-0.1","28 - 28","14.7%","","","","","","","3.58","22.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","44","239","84","0","86","73","95","99","114","48","","","","","","","","","","","","","","","","","","0","1005686"
"Greg Maddux","Braves","28","16","6","1.56","25","25","10","3","0","","202.0","774","150","44","35","4","31","3","6","3","1","156","","","","","","","","","","","","6.95","1.38","5.03","6.68","0.18",".204","0.90",".253","78.8%","2.39","","","","","","","","","65.4","202.0","","","65.4","7.4","","","","6.13","-10.76","16.89","58.80","5.88","1.10","1.01","0.87","1.59","15","5.96","-0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","37","54","","20.2%","4.0%","","","-0.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","2.2","0.1","2.4","28 - 28","16.2%","","","","","","","3.41","24.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","42","258","73","19","78","65","86","111","123","48","","","","","","","","","","","","","","","","","","0","104"
"Steve Ontiveros","Athletics","33","5","2","1.59","13","13","2","0","0","","84.2","319","55","17","15","5","13","0","3","4","0","44","","","","","","","","","","","","4.68","1.38","3.38","5.85","0.53",".182","0.80",".197","84.4%","3.43","","","","","","","","","22.4","84.2","","","22.4","2.2","","","","2.60","-3.37","5.96","27.80","2.72","0.90","0.90","0.88","1.45","11","3.05","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","35","74","","13.8%","4.1%","","","-1.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","2.3","0.0","2.3","33 - 33","9.7%","","","","","","","4.18","19.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","37","209","61","47","68","54","66","122","90","43","","","","","","","","","","","","","","","","","","0","1009826"
"Rick White","Pirates","25","2","1","2.22","5","5","0","0","0","","28.1","116","27","9","7","1","4","0","3","0","1","13","","","","","","","","","","","","4.13","1.27","3.25","8.58","0.32",".248","1.09",".274","76.7%","3.41","","","","","","","","","6.1","28.1","","","6.1","0.6","","","","0.51","-1.89","2.40","5.24","0.54","1.20","1.06","0.89","1.28","5","0.33","0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","52","80","","11.2%","3.5%","","","-1.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.2","0.2","0.3","25 - 25","7.8%","","","","","","","4.41","15.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","39","166","93","33","95","79","93","108","68","41","","","","","","","","","","","","","","","","","","0","456"
"Mike Bielecki","Braves","34","0","0","2.25","1","1","0","0","0","","4.0","18","4","1","1","0","3","0","0","0","0","2","","","","","","","","","","","","4.50","6.75","0.67","9.00","0.00",".267","1.75",".308","85.7%","4.38","","","","","","","","","0.5","4.0","","","0.5","0.0","","","","0.16","-0.22","0.38","1.68","0.14","0.97","0.87","0.91","0.92","1","0.05","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","53","101","","11.1%","16.7%","","","-2.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.0","0.1","0.1","34 - 34","-5.6%","","","","","","","6.01","27.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","207","34","98","0","102","126","104","121","68","199","","","","","","","","","","","","","","","","","","0","1000951"
"Butch Henry","Expos","25","8","3","2.53","15","15","0","0","0","","89.0","364","80","26","25","9","19","1","2","1","0","58","","","","","","","","","","","","5.87","1.92","3.05","8.09","0.91",".233","1.11",".257","84.8%","3.85","","","","","","","","","15.0","89.0","","","15.0","1.5","","","","1.70","-5.38","7.07","18.92","1.92","1.02","0.97","0.88","1.51","15","1.39","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","59","90","","15.9%","5.2%","","","-1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","0.9","1.0","1.8","25 - 25","10.7%","","","","","","","4.06","23.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","59","156","88","95","89","80","87","120","97","62","","","","","","","","","","","","","","","","","","0","1005667"
"Shane Reynolds","Astros","26","5","4","2.54","14","14","1","1","0","","88.2","367","89","28","25","8","14","1","4","1","1","76","","","","","","","","","","","","7.71","1.42","5.43","9.03","0.81",".255","1.16",".306","82.5%","3.20","","","","","","","","","19.6","88.2","","","19.6","2.0","","","","0.33","-6.81","7.14","13.16","1.33","1.05","0.98","0.88","2.17","13","0.54","-0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","64","78","","20.7%","3.8%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","-0.3","1.1","0.8","26 - 26","16.9%","","","","","","","3.32","26.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","44","278","98","85","98","84","104","116","126","45","","","","","","","","","","","","","","","","","","0","574"
"Steve Karsay","Athletics","22","1","1","2.57","4","4","1","0","0","","28.0","115","26","8","8","1","8","0","1","0","0","15","","","","","","","","","","","","4.82","2.57","1.88","8.36","0.32",".245","1.21",".278","80.4%","3.49","","","","","","","","","7.2","28.0","","","7.2","0.7","","","","0.56","-1.51","2.07","9.05","0.84","0.94","0.91","0.88","1.15","3","0.49","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","56","75","","13.0%","7.0%","","","-0.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","0.2","0.3","0.5","22 - 22","6.1%","","","","","","","4.61","20.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","68","116","88","29","92","82","94","116","85","73","","","","","","","","","","","","","","","","","","0","829"
"Bobby Munoz","Phillies","26","7","5","2.60","14","14","1","0","0","","93.1","391","87","34","27","8","26","0","0","4","1","54","","","","","","","","","","","","5.21","2.51","2.08","8.39","0.77",".238","1.21",".261","77.6%","3.92","","","","","","","","","14.7","93.1","","","14.7","1.5","","","","0.63","-6.35","6.98","10.15","0.99","1.04","1.01","0.88","1.20","13","0.73","-0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","62","92","","13.8%","6.7%","","","-1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","0.8","0.3","1.2","26 - 26","7.2%","","","","","","","4.48","22.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","77","106","91","80","91","87","88","109","84","79","","","","","","","","","","","","","","","","","","0","1009326"
